"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Bahrain","BHR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","82.32","82.337","82.355","82.372","82.389","82.5","82.761","83.019","83.275","83.526","83.775","84.021","84.265","84.504","84.741","84.975","85.206","85.434","85.659","85.882","86.101","86.317","86.531","86.742","86.95","87.155","87.357","87.557","87.754","87.949","88.14","88.329","88.398","88.395","88.392","88.388","88.385","88.382","88.379","88.376","88.372","88.369","88.37","88.376","88.386","88.4","88.419","88.441","88.468","88.5","88.535","88.575","88.619","88.667","",
"Bahamas, The","BHS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","59.712","60.454","61.193","61.926","62.642","63.343","64.04","64.73","65.416","66.093","66.764","67.429","68.088","68.738","69.381","70.017","70.647","71.266","71.879","72.484","73.102","73.843","74.571","75.285","75.987","76.674","77.347","78.007","78.654","79.284","79.838","80.067","80.293","80.518","80.74","80.961","81.18","81.396","81.611","81.824","82.009","82.064","82.118","82.172","82.226","82.28","82.334","82.388","82.442","82.495","82.549","82.606","82.667","82.732","",
"Bosnia and Herzegovina","BIH","Urban population (% of total)","SP.URB.TOTL.IN.ZS","19.04","19.686","20.437","21.209","22.004","22.817","23.652","24.509","25.387","26.283","27.201","28.094","28.875","29.666","30.471","31.288","32.118","32.957","33.808","34.67","35.543","36.282","36.607","36.933","37.261","37.589","37.919","38.25","38.583","38.915","39.249","39.495","39.474","39.453","39.432","39.411","39.39","39.369","39.348","39.327","39.306","39.285","39.264","39.244","39.223","39.202","39.181","39.16","39.161","39.183","39.226","39.291","39.378","39.486","",
"Belarus","BLR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","32.401","33.522","34.663","35.822","37","38.127","39.269","40.422","41.588","42.76","44.01","45.349","46.697","48.046","49.4","50.614","51.829","53.039","54.247","55.402","56.498","57.584","58.664","59.736","60.8","61.833","62.857","63.87","64.872","65.585","65.981","66.374","66.766","67.155","67.541","67.926","68.308","68.687","69.064","69.482","69.973","70.458","70.939","71.415","71.887","72.354","72.816","73.273","73.726","74.172","74.615","75.046","75.467","75.877","",
"Belize","BLZ","Urban population (% of total)","SP.URB.TOTL.IN.ZS","54.028","53.72","53.41","53.101","52.79","52.481","52.17","51.86","51.549","51.238","50.963","50.805","50.646","50.488","50.329","50.171","50.012","49.854","49.695","49.537","49.374","49.183","48.992","48.801","48.61","48.419","48.228","48.037","47.846","47.655","47.465","47.306","47.351","47.395","47.439","47.484","47.528","47.573","47.617","47.662","47.663","47.392","47.122","46.851","46.58","46.311","46.041","45.771","45.501","45.232","44.963","44.718","44.496","44.298","",
"Bermuda","BMU","Urban population (% of total)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bolivia","BOL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","36.762","37.059","37.357","37.656","37.957","38.257","38.559","38.862","39.166","39.47","39.776","40.082","40.389","40.696","41.004","41.314","41.624","42.446","43.442","44.443","45.451","46.459","47.472","48.486","49.504","50.519","51.535","52.549","53.563","54.571","55.577","56.579","57.548","58.167","58.785","59.4","59.891","60.38","60.866","61.351","61.834","62.313","62.791","63.264","63.732","64.194","64.652","65.104","65.55","65.991","66.426","66.855","67.279","67.696","",
"Brazil","BRA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","46.139","47.122","48.099","49.078","50.059","51.037","52.016","52.993","53.97","54.94","55.909","56.894","57.879","58.855","59.826","60.789","61.745","62.689","63.625","64.551","65.468","66.37","67.262","68.142","69.01","69.862","70.703","71.529","72.342","73.139","73.922","74.69","75.444","76.181","76.903","77.61","78.302","79.048","79.781","80.496","81.192","81.553","81.88","82.203","82.521","82.834","83.143","83.448","83.749","84.044","84.335","84.623","84.901","85.171","",
"Barbados","BRB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","36.777","36.849","36.922","36.995","37.068","37.141","37.214","37.287","37.36","37.433","37.539","37.755","37.971","38.186","38.403","38.62","38.838","39.056","39.274","39.493","39.582","38.851","38.124","37.402","36.685","35.975","35.271","34.572","33.88","33.196","32.65","32.772","32.894","33.016","33.139","33.262","33.386","33.509","33.633","33.756","33.83","33.651","33.472","33.294","33.116","32.939","32.762","32.586","32.41","32.235","32.06","31.905","31.769","31.652","",
"Brunei Darussalam","BRN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","43.401","45.228","47.07","48.92","50.776","52.625","54.469","56.3","58.118","59.908","61.675","63.412","63.234","62.823","62.409","61.994","61.576","61.157","60.737","60.314","59.89","59.465","60.034","60.778","61.519","62.252","62.98","63.703","64.421","65.13","65.833","66.53","67.078","67.604","68.126","68.644","69.158","69.666","70.17","70.669","71.164","71.652","72.136","72.606","73.061","73.503","73.931","74.345","74.746","75.134","75.51","75.872","76.223","76.561","",
"Bhutan","BTN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","3.596","3.792","3.999","4.217","4.446","4.687","4.94","5.207","5.487","5.781","6.089","6.413","6.754","7.11","7.484","7.876","8.288","8.717","9.168","9.639","10.132","10.646","11.184","11.745","12.332","12.941","13.577","14.24","14.929","15.645","16.388","17.161","17.962","18.791","19.649","20.537","21.456","22.401","23.377","24.383","25.418","26.48","27.57","28.688","29.835","30.965","31.712","32.469","33.236","34.01","34.793","35.585","36.368","37.139","",
"Botswana","BWA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","3.06","3.097","3.134","3.171","3.318","3.839","4.437","5.124","5.912","6.81","7.834","8.998","9.695","10.381","11.11","11.884","12.705","13.572","14.489","15.457","16.479","17.552","19.489","21.723","24.139","26.724","29.483","32.401","35.467","38.648","41.933","45.292","46.443","47.286","48.133","48.981","49.83","50.677","51.525","52.372","53.219","54.062","54.374","54.607","54.841","55.073","55.306","55.539","55.772","56.004","56.235","56.467","56.699","56.938","",
"Central African Republic","CAF","Urban population (% of total)","SP.URB.TOTL.IN.ZS","20.1","20.751","21.418","22.1","22.803","23.519","24.252","25","25.815","26.645","27.492","28.356","29.238","30.133","31.045","31.971","32.575","32.897","33.221","33.546","33.874","34.202","34.532","34.864","35.198","35.532","35.868","36.206","36.545","36.744","36.825","36.906","36.987","37.068","37.149","37.231","37.312","37.394","37.475","37.557","37.639","37.72","37.802","37.884","37.966","38.066","38.183","38.318","38.47","38.64","38.828","39.034","39.258","39.5","",
"Canada","CAN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","69.061","69.668","70.494","71.307","72.107","72.892","73.642","74.155","74.662","75.161","75.654","76.09","75.971","75.851","75.731","75.611","75.503","75.543","75.583","75.623","75.663","75.712","75.874","76.035","76.195","76.354","76.502","76.522","76.542","76.562","76.582","76.62","76.887","77.152","77.414","77.675","77.951","78.34","78.724","79.103","79.478","79.81","79.888","79.967","80.045","80.122","80.213","80.396","80.578","80.758","80.937","81.115","81.293","81.472","",
"Central Europe and the Baltics","CEB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","44.5085072310264","45.2073714290041","45.8671434872202","46.5344461203972","47.2087308258597","47.879812313004","48.5045392073143","49.0678244663289","49.6391000801857","50.2161565783804","50.7807269583559","51.4295664450529","52.1621059367571","52.8944714715418","53.6271744473382","54.3496530853828","55.0611270122288","55.7886862473798","56.5306683896572","57.2131345221505","57.822931161136","58.2866905067398","58.683563322898","59.0815670304591","59.4802126206032","59.8737352027741","60.2580865337897","60.6386136159946","61.0204885259162","61.3121996202033","61.5209944816578","61.7415392216252","61.8202878944312","61.7794102445188","61.751130812191","61.7159626035053","61.6958129204033","61.6616566303815","61.6328908224782","61.59507813484","61.5674392641272","61.5718057487891","61.6322608631301","61.6744004995815","61.7167503866806","61.7672297723807","61.8239508240713","61.8876341949143","61.9649929353808","62.0201597057641","62.0578456752463","62.0935792172942","62.1339517959655","62.193124170902","",
