"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"East Asia & Pacific (developing only)","EAP","Urban population","SP.URB.TOTL","151788265","155884597","162160847","170629042","179328446","183051360","187718979","192612661","197843638","203515209","209440735","215557168","221625269","228598993","236317427","241566408","247918416","254086161","263412753","276244404","289748493","304095126","319412712","333685917","348234583","363436968","379543332","396577214","414259692","432342283","450779260","470228488","490012970","510142079","530836231","551988202","573667646","595815419","618328098","641014852","664101647","689206252","715866692","742877977","770291837","798086803","825570452","852907892","880574994","908445094","936595134","965024615","993353415","1021468684","",
"East Asia & Pacific (all income levels)","EAS","Urban population","SP.URB.TOTL","231993844","239360633","248067195","258981981","270156374","276409828","283480279","290929262","298416040","307651185","316556550","325856544","335004040","344633105","356013872","364605191","372993157","381234160","392619709","407630051","423215654","439797446","457317613","473683263","490208127","507292985","525499759","544724528","564473701","584616616","604998068","626227160","647551827","669217707","691615131","714531264","737894866","761376349","785121355","808892199","833143861","861072366","890854778","920687048","950706718","980923491","1010594630","1039854699","1069698199","1099393020","1129219508","1159778305","1189577857","1219040516","",
"Europe & Central Asia (developing only)","ECA","Urban population","SP.URB.TOTL","64278759","66561790","68873463","71217545","73583770","75986714","78432344","80905387","83377833","85866104","88324295","90803838","93340300","95830565","98357119","100845625","103258585","105632179","108008732","110322312","112609603","115352891","118212990","121126093","124095322","127031409","129864955","132657088","135447282","137861262","139584212","140931547","141983378","142846759","143371107","143737010","144154654","144626070","145154436","145760467","146464830","146996094","147641041","148632108","149724699","150886016","152090997","153160159","154375564","155908921","157510470","159160426","160778784","162442823","",
"Europe & Central Asia (all income levels)","ECS","Urban population","SP.URB.TOTL","368957166","376848235","384944816","393335818","401752302","410161599","418045848","425753759","433232594","440493348","447365855","454258444","461552722","468648433","475606765","482264316","488717298","495098714","501574667","507705939","513587196","519772498","525430717","530871567","536394076","541925738","547529401","552865389","559228123","564378858","568443336","571699445","574685161","577214942","578987369","580457104","581969294","583396749","584750039","586346632","587931651","589944508","592572736","595545896","598633896","601913507","605293449","608986033","612985842","616936462","621111413","625513826","628302115","632338676","",
"Ecuador","ECU","Urban population","SP.URB.TOTL","1529454","1600836","1675713","1751539","1829090","1909955","1994319","2082125","2173529","2268204","2366407","2467923","2572978","2681394","2794789","2935203","3080856","3231490","3387339","3548252","3714348","3885249","4061341","4235227","4409674","4589913","4776594","4969273","5167674","5370348","5577087","5771803","5958926","6148532","6341140","6536685","6735161","6936212","7140091","7347132","7557326","7770641","7963700","8142646","8322285","8502005","8681530","8861245","9041226","9222027","9404172","9587750","9773760","9961762","",
"Egypt, Arab Rep.","EGY","Urban population","SP.URB.TOTL","10601066","11016932","11429088","11852891","12287727","12732838","13188660","13654385","14126885","14600880","15073682","15543741","16012971","16486260","16970363","17471831","17991735","18441236","18847710","19269151","19706264","20158197","20624519","21106427","21605416","22121268","22656094","23156898","23626665","24076436","24494033","24874650","25223152","25549198","25867176","26188637","26514970","26914668","27366621","27829300","28304476","28792291","29294437","29810834","30340841","30883782","31439307","31976617","32505312","33043202","33587388","34138760","34712020","35304757","",
"Euro area","EMU","Urban population","SP.URB.TOTL","163605911","166358923","169223793","172332547","175432726","178528610","181514475","184265777","186820784","189198555","191338838","193443414","195652739","197753752","199719805","201470382","203011413","204533191","206140657","207671931","209218126","210749575","211785458","212544398","213108657","213669144","214462950","215058371","216738810","218009115","219483779","220886222","222398085","223742892","224777930","225710184","226649350","227531799","228360987","229391615","230753319","232382599","234318080","236355365","238419799","240425984","242363808","244462988","246482735","248080540","249487927","250887047","251113627","252470339","",
"Eritrea","ERI","Urban population","SP.URB.TOTL","136983","144670","152850","161508","170688","180376","190639","201501","209421","217670","226285","235283","244673","254600","265235","276707","289085","302354","316465","331320","346840","362890","379449","396675","414481","431241","449189","468089","486703","503395","517065","527424","535173","542164","550902","563516","580648","601984","627728","657664","691553","729922","772782","819144","867554","916885","966526","1016858","1068575","1123027","1181071","1243170","1309074","1378407","",
"Spain","ESP","Urban population","SP.URB.TOTL","17227480","17614512","18089104","18560792","19059712","19580951","20096611","20660198","21248036","21772801","22330440","22856453","23303472","23753599","24221690","24718725","25240626","25780183","26373797","26845074","27251499","27655902","27893653","28114910","28319255","28511757","28687455","28846792","28998171","29142482","29274191","29409885","29539122","29663241","29775368","29877416","29978945","30090155","30227763","30416230","30705534","31114354","31708814","32390830","33059302","33727737","34408810","35159317","35833174","36260460","36535850","36773882","36895573","36911638","",
"Estonia","EST","Urban population","SP.URB.TOTL","699400","717168","735860","754741","773811","792033","810149","829066","848149","867334","884770","901671","919299","935590","951152","966085","980438","995091","1009340","1020447","1029784","1040236","1050928","1061357","1071506","1081872","1093150","1104917","1115040","1119881","1117738","1109251","1086348","1055960","1030882","1009954","992487","978597","966608","960125","969061","961159","953352","945646","938279","931205","924006","918084","913914","910446","906655","902194","898825","897040","",
"Ethiopia","ETH","Urban population","SP.URB.TOTL","1424988","1507630","1596235","1690638","1791226","1897778","2010265","2128735","2225684","2328979","2440280","2560814","2690500","2824314","2955961","3081113","3196596","3304401","3412271","3531035","3668610","3829618","4012708","4216178","4435922","4670211","4916972","5177724","5454225","5748693","6063476","6400545","6758105","7133947","7522098","7884642","8237645","8594485","8959638","9337043","9731967","10143921","10574791","11021618","11483215","11958257","12447430","12963825","13640758","14346111","15084032","15853860","16657959","17493331","",
"European Union","EUU","Urban population","SP.URB.TOTL","250565079","254624719","258781112","263180081","267575945","271912250","276056025","279989958","283673460","287112232","290235222","293395601","296909518","300268350","303484951","306493710","309263251","311984081","314770976","317412429","320027187","322413323","324104976","325534179","326816501","328120561","329641731","330938504","333310803","335056978","336860848","338416939","340127580","341749041","342990724","344093057","345027278","346017242","346884836","348040601","349194026","350781604","352821097","355186684","357658537","360143602","362622653","365162345","367731882","369953853","371975126","374103227","374895384","376797346","",
"Fragile and conflict affected situations","FCS","Urban population","SP.URB.TOTL","20526739","21566009","22673636","23858328","25122207","26504190","27919740","29410848","30990281","32651518","34383217","36143992","37955620","39806179","41592261","43474365","45481288","47595337","49775547","51869373","53958391","56055483","58150403","60386503","62800228","65319420","67919307","70608872","73324288","76163885","80532127","83839735","87232938","90656253","93882426","97164579","100474022","103894894","107371400","110980049","114705793","118621565","122645905","126727404","130943183","135370794","139977137","144780072","149754821","154868197","160099102","165485015","171062943","176836136","",
"Finland","FIN","Urban population","SP.URB.TOTL","2449145","2512483","2567399","2623429","2675999","2722631","2770510","2823091","2873315","2908731","2934402","2975881","3032758","3088806","3143576","3195817","3243412","3289888","3336370","3381500","3428217","3481318","3541666","3603091","3662085","3716264","3765683","3812087","3858255","3906513","3957581","4003120","4040047","4073879","4105674","4135420","4162332","4187218","4210769","4232899","4253964","4273258","4290649","4307931","4327463","4349276","4372951","4398523","4426008","4454167","4481510","4509337","4537936","4566491","",
"Fiji","FJI","Urban population","SP.URB.TOTL","116760","123155","129942","136982","144104","151143","158046","163958","169557","175175","180925","186842","192904","199091","205371","211730","218082","223263","228315","233816","239930","246840","254391","261975","268755","274154","277877","283781","289697","295863","303069","311589","321227","331660","342351","352861","363150","370631","377274","383378","388844","393500","397442","401134","405231","410181","416216","423185","430794","438515","446011","453176","460079","466753","",
"France","FRA","Urban population","SP.URB.TOTL","28865486","29609236","30468472","31507943","32528021","33498927","34406298","35253618","35944322","36396953","36874556","37387384","37925413","38468445","38989037","39404175","39657822","39870243","40060302","40253516","40469743","40714234","40983378","41270157","41562425","41851729","42137645","42422294","42702575","42975023","43255519","43466329","43784402","44075835","44341877","44603137","44863012","45122753","45389856","45743045","46213828","46708273","47205306","47697653","48207272","48727839","49225681","49687199","50121913","50536863","50942381","51349605","51766421","52198805","",
"Faeroe Islands","FRO","Urban population","SP.URB.TOTL","7327","7690","8072","8463","8868","9292","9690","9956","10230","10504","10785","11078","11370","11666","11971","12291","12626","12976","13152","13280","13413","13547","13680","13815","13956","14103","14267","14440","14583","14639","14695","14635","14366","14050","13783","13638","14555","15702","16062","16420","16893","17522","18156","18702","19145","19555","19838","19991","20106","20203","20292","20376","20457","20544","",
"Micronesia, Fed. Sts.","FSM","Urban population","SP.URB.TOTL","9938","10364","10803","11262","11757","12295","12893","13540","14189","14772","15240","15569","15780","15942","16082","16328","16724","17249","17880","18574","19296","19935","20568","21205","21823","22407","22939","23421","23879","24355","24871","25443","26049","26629","27102","26962","26515","25921","25234","24525","23989","23931","23889","23852","23798","23714","23593","23454","23315","23193","23105","23067","23075","23135","",
"Gabon","GAB","Urban population","SP.URB.TOTL","86785","92340","99802","107913","116776","126459","137083","148689","161234","174540","188533","204728","221730","239563","258454","278527","299869","322394","346164","371117","397240","424436","445751","468001","491246","515456","540686","566903","595336","624577","654579","685270","716646","748648","781304","814226","847389","880778","914311","947885","981427","1014909","1048370","1081999","1116053","1150763","1186164","1222218","1258874","1296037","1333636","1371618","1410003","1448671","",
"United Kingdom","GBR","Urban population","SP.URB.TOTL","41104656","41381472","41661202","41900114","42098400","42294196","42452048","42603817","42733856","42833742","42925829","43056861","43295638","43470962","43590038","43677888","43757644","43833733","43925435","44054299","44195960","44271630","44228171","44215089","44257473","44329755","44404206","44470325","44540723","44628280","44733264","44855736","45011752","45154426","45304828","45459651","45610451","45762480","45931122","46119137","46319551","46557334","46930583","47323791","47767769","48269624","48798541","49351705","49913475","50463084","51030310","51600299","52124728","52618579","",
"Georgia","GEO","Urban population","SP.URB.TOTL","1570123","1613251","1656450","1699844","1743144","1785661","1825872","1863779","1900892","1939040","1904782","1943517","2058158","2096177","2134443","2170431","2206460","2241969","2275678","2310615","2345408","2379998","2415679","2452585","2489286","2527012","2565458","2602758","2644850","2655120","2642925","2650025","2658933","2667710","2629153","2548833","2474230","2418062","2383654","2354437","2325705","2298386","2278406","2266266","2263264","2288427","2310050","2307201","2306975","2325559","2354151","2376893","2387346","2386591","",
"Ghana","GHA","Urban population","SP.URB.TOTL","1546843","1634088","1725509","1819708","1915043","2009964","2103477","2196026","2290425","2391022","2489558","2575314","2669892","2768620","2864919","2954308","3034185","3107196","3180390","3264327","3366382","3489759","3632032","3787842","3965509","4183347","4401972","4623038","4849164","5083887","5330842","5591503","5864546","6147203","6436042","6727836","7021496","7317967","7622018","7939077","8269649","8605046","8958250","9328828","9715600","10116359","10532300","10963013","11405085","11853111","12304445","12756354","13208063","13660790","",
"Guinea","GIN","Urban population","SP.URB.TOTL","374550","397281","421285","446757","473917","502924","534032","567173","601859","637195","672504","707596","742553","777431","812776","848952","886073","924291","965098","1010323","1061697","1120541","1187758","1249703","1297716","1348893","1401860","1457575","1520108","1595346","1687197","1798310","1926061","2061622","2192751","2310007","2409807","2494502","2568796","2639620","2712787","2789138","2867683","2950989","3041623","3141707","3252864","3375379","3507506","3646832","3790950","3939685","4093601","4252815","",
"Gambia, The","GMB","Urban population","SP.URB.TOTL","44626","46455","48075","50042","53963","58258","62995","68193","73924","80231","87202","94938","103516","112379","119680","127277","135138","143331","152019","161415","171726","182971","195193","208755","224400","241729","261019","282203","304808","328015","351249","374190","396961","419288","440256","462129","485037","508891","533925","560312","588232","617829","649191","682257","716554","751918","788330","825833","864562","904620","946150","989174","1033644","1079483","",
"Guinea-Bissau","GNB","Urban population","SP.URB.TOTL","86490","88281","89980","91599","93140","94613","95982","97288","98763","100705","103346","106842","111096","115734","120205","124106","127244","129763","131989","135360","144058","153938","165019","177214","190346","204197","218795","234223","250552","267834","286201","305669","322974","338654","354966","371908","389498","407731","426649","446298","466720","487921","509955","532822","556497","580931","606180","632268","659375","687702","717487","748461","780608","813731","",
"Equatorial Guinea","GNQ","Urban population","SP.URB.TOTL","64383","66693","67668","68700","69927","71404","73253","75362","77294","78444","78411","77054","74595","71437","68179","65301","62849","60828","59639","59755","61483","65077","70363","76659","85292","93644","101336","108478","115312","122313","129895","138137","146926","156227","166004","171580","177211","182968","188861","194897","201085","207422","213910","220610","227490","234553","241789","249214","256873","264804","273058","281651","290564","299800","",
"Greece","GRC","Urban population","SP.URB.TOTL","4660434","4740951","4844217","4937007","5029578","5127549","5239942","5357301","5466737","5560616","5646740","5735846","5817963","5888911","5955084","6055755","6195478","6321574","6449432","6575885","6686402","6785832","6846785","6905833","6959420","7005470","7047717","7090422","7135291","7191693","7258833","7347095","7441105","7522412","7597974","7669412","7736199","7797663","7852904","7900427","7938756","7985260","8051398","8119293","8189310","8258896","8326709","8394466","8453368","8494577","8509193","8525832","8541434","8532733","",
"Grenada","GRD","Urban population","SP.URB.TOTL","27257","27852","28381","28842","29240","29579","29853","30061","30216","30336","30418","30403","30391","30358","30269","30107","29841","29497","29195","29096","29301","29879","30754","31756","32618","33152","33281","33075","32684","32335","32186","32318","32820","33447","34081","34635","35088","35469","35799","36117","36452","36773","36815","36864","36918","36976","37038","37107","37182","37263","37350","37442","37553","37681","",
"Greenland","GRL","Urban population","SP.URB.TOTL","19024","20155","21492","22926","24265","25892","27334","28849","30461","32095","33753","34660","35585","36218","36705","36897","37089","37033","37075","37567","38213","39013","39588","40240","40896","41475","41900","42559","43301","43886","44312","44418","44406","44438","44790","45143","45335","45487","45638","45708","45859","46122","46473","46739","46997","47175","47220","47213","47196","47360","48018","48217","48402","48368","",
"Guatemala","GTM","Urban population","SP.URB.TOTL","1288607","1351188","1416654","1484975","1552907","1609706","1668424","1729085","1791892","1857167","1924981","1995701","2069077","2141858","2207925","2274393","2340993","2407959","2475990","2545876","2618482","2698724","2795202","2894833","2996926","3100789","3206504","3314151","3424490","3537938","3655437","3777107","3903229","4033222","4166958","4304042","4444587","4588853","4738077","4893442","5056112","5226611","5404827","5590400","5782689","5980900","6184888","6395137","6612468","6838377","7073696","7318729","7573391","7836346","",
"Guam","GUM","Urban population","SP.URB.TOTL","33469","34874","36414","38065","39793","41565","43375","45226","47119","49048","51938","57569","63060","68324","73335","78074","82541","86737","90697","94449","97626","99555","101526","103536","105577","107645","109721","111798","113897","116050","118472","121615","124831","128035","131119","133997","136640","139053","141209","143091","144655","145832","146759","147462","147965","148312","148491","148549","148678","149116","150031","151507","153486","155804","",
"Guyana","GUY","Urban population","SP.URB.TOTL","162536","167315","172109","176967","181954","187096","192451","197938","203265","208037","212100","215553","218127","220162","222139","224416","227146","230183","233162","235583","236870","235770","233832","231299","228515","225764","223115","220548","218180","216133","214489","213311","212593","212245","212134","212157","212302","212576","212931","213288","213619","213875","214064","214259","214653","215324","216277","217494","218898","220422","221994","223590","225241","226946","",
"High income","HIC","Urban population","SP.URB.TOTL","536207387","548767302","560641281","572736447","584885983","596891168","608101335","619196386","629603808","641080071","651806742","662424775","672930402","682799786","693488790","703750644","712491598","721394698","730501378","739609131","748396345","757592841","766150994","774239166","782152064","790082317","798495136","806686330","815804486","824231073","832623421","841365976","848089043","856325790","864066832","873140403","880553565","887620203","894555389","901455175","908317946","916979227","926344429","935435742","944647967","953931372","963241605","972913123","983089594","992415220","1001494609","1010787659","1017800607","1025753273","",
"Hong Kong SAR, China","HKG","Urban population","SP.URB.TOTL","2620415","2702168","2828656","2937424","3019108","3109377","3146833","3237272","3316715","3379985","3473191","3561442","3648314","3770528","3870484","4001832","4069679","4145727","4238137","4493175","4631623","4758050","4848078","4937590","5001316","5069901","5206825","5414958","5532437","5634683","5676947","5742337","5799282","5901000","6035400","6156100","6435500","6489300","6543700","6606500","6665000","6714300","6744100","6730800","6783500","6813200","6857100","6916300","6957800","6972800","7024200","7071600","7154600","7187500","",
"Honduras","HND","Urban population","SP.URB.TOTL","455471","482469","511271","541531","572837","604722","637127","670179","704305","739997","777842","818010","860578","905689","952057","997894","1046489","1097919","1152098","1208802","1267825","1329114","1392748","1458839","1527600","1599027","1673196","1750019","1828592","1905307","1984035","2064761","2147373","2231301","2316086","2401233","2486463","2571919","2657998","2745392","2834561","2925627","3026589","3130684","3237511","3347034","3459459","3574861","3693256","3814849","3939858","4068442","4200443","4335259","",
"Heavily indebted poor countries (HIPC)","HPC","Urban population","SP.URB.TOTL","19725095","20771549","21883490","23072540","24357590","25725382","27143010","28649562","30249635","31953157","33701404","35552638","37496060","39533665","41644686","43874328","46238318","48698526","51274941","53729890","56221613","58763833","61400322","64226329","67280555","70583475","74006144","77548977","81255783","85137776","89307527","93612597","98107797","102700703","107138747","111566732","115974309","120470445","124997421","129695915","134624702","139926191","145500614","151400614","157553934","163987767","170663689","177620734","184981348","192618589","200546856","208768235","217291705","226117276","",
"Croatia","HRV","Urban population","SP.URB.TOTL","1248376","1294887","1344715","1395476","1447098","1499464","1552551","1606732","1661637","1716633","1773046","1829083","1881121","1933287","1985291","2036988","2088738","2134255","2190570","2242990","2296799","2344919","2374928","2403578","2430839","2458200","2485708","2511773","2537431","2559402","2583064","2450509","2435033","2534090","2546015","2562907","2473093","2522372","2489458","2525102","2460281","2474190","2480894","2488176","2495473","2505555","2513395","2520624","2529798","2537286","2541859","2474200","2478342","2481833","",
"Haiti","HTI","Urban population","SP.URB.TOTL","603338","630480","658867","688481","719420","751569","785140","820064","856269","893421","931410","970157","991913","1010295","1029371","1049544","1070893","1093439","1117221","1142428","1169182","1197464","1227229","1303113","1392425","1486244","1584714","1687868","1795980","1908871","2027094","2150467","2279157","2368370","2460120","2554483","2651637","2749443","2849366","2950994","3053851","3248379","3449499","3656517","3869357","4082566","4295867","4508549","4720817","4933648","5147711","5363168","5579400","5795111","",
"Hungary","HUN","Urban population","SP.URB.TOTL","5582136","5650018","5710839","5768389","5829329","5888035","5948507","6013391","6079237","6147411","6214324","6276403","6339439","6404030","6476897","6559474","6640071","6715287","6782725","6839204","6875576","6895431","6910744","6919717","6925194","6931780","6938994","6946357","6954686","6898019","6830026","6816672","6800940","6780138","6757831","6735415","6710863","6684288","6655715","6623887","6593735","6588305","6611324","6633742","6660205","6693171","6734020","6774378","6812918","6852085","6885916","6915193","6927587","6958358","",
"Indonesia","IDN","Urban population","SP.URB.TOTL","12936717","13466390","14019171","14598434","15205490","15841074","16508062","17206347","17933213","18689579","19472358","20284768","21330256","22484780","23694317","24959515","26282476","27659945","29099031","30597676","32160094","33965237","35947389","38013727","40162632","42383895","44680548","47052029","49502101","52025827","54633190","57468112","60473357","63565558","66751958","70028046","73389398","76831374","80370196","84009831","87758432","90685164","93683579","96754126","99903085","103119791","106413354","109776756","113202851","116663062","120155328","123636687","127105435","130559790","",
"Isle of Man","IMN","Urban population","SP.URB.TOTL","26702","26761","27004","27404","27931","28554","29238","29842","30484","31105","31663","32062","32075","32026","31969","31935","32064","32597","33104","33496","33716","33723","33560","33344","33239","33360","33761","34392","35142","35845","36384","36720","36904","37004","37135","37377","37755","38236","38777","39315","39803","40231","40619","40977","41332","41703","42092","42493","42897","43292","43671","44030","44383","44734","",
"India","IND","Urban population","SP.URB.TOTL","80585495","82699564","85253343","87905223","90670597","93540346","96527696","99635952","102864637","106218517","109707474","113509910","118024119","122718674","127625820","132734606","138057283","143595234","149343800","155294278","161447069","167456177","172964504","178611645","184404021","190337204","196419842","202637296","208983693","215440368","221975507","228482971","234830305","241247274","247742089","254310865","260968986","267701564","274510162","281397289","288362561","295791458","304104764","312516754","321004264","329520416","338059228","346639025","355288370","364027531","372899704","381928850","391176380","400609542","",
"Not classified","INX","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Urban population","SP.URB.TOTL","1296121","1306003","1328860","1354239","1378553","1401504","1424843","1448990","1473052","1499259","1529549","1563915","1597717","1634072","1672099","1710683","1747737","1782727","1819520","1855360","1888405","1921042","1944867","1964356","1982219","1991056","1997305","2001761","1997448","1993762","1999662","2016140","2037735","2055778","2071725","2090241","2114994","2145532","2177311","2211419","2250608","2296355","2345367","2394915","2450379","2515791","2596624","2684454","2752001","2792385","2820000","2842693","2861582","2879725","",
"Iran, Islamic Rep.","IRN","Urban population","SP.URB.TOTL","7407686","7749792","8107326","8480283","8869647","9275741","9700992","10176692","10692607","11229772","11789345","12372741","12983420","13626067","14309639","15040551","15820434","16610932","17438468","18339866","19325369","20395530","21544885","22766573","24049620","25379573","26763700","28112453","29424592","30652255","31748640","32681619","33615998","34515928","35427953","36423717","37532395","38684432","39876941","41067266","42210756","43295660","44339692","45356387","46368386","47393548","48433711","49450701","50468799","51513162","52589754","53702091","54849058","56009792","",
"Iraq","IRQ","Urban population","SP.URB.TOTL","3127234","3321449","3528453","3749759","3987432","4242422","4487187","4737200","5002622","5280598","5569344","5867813","6176424","6495467","6827089","7171881","7530378","7900986","8253138","8598316","8945817","9295700","9648821","10003453","10358006","10711420","11062553","11414087","11683039","11932498","12210763","12520818","12859966","13224592","13608187","14005766","14416265","14839505","15310144","15804221","16302840","16806295","17314461","17823295","18327920","18826099","19313430","19794534","20285098","20806575","21374569","21945539","22535976","23145612","",
"Iceland","ISL","Urban population","SP.URB.TOTL","140986","144661","148268","151829","155450","159059","162665","166198","169365","171812","173568","175738","179084","182557","185790","188920","191538","193688","195917","198545","201355","204294","207668","211056","213929","216226","218415","221413","225500","228892","231255","234420","237854","240747","243303","245081","246857","249329","252455","255931","259836","263687","266425","268644","271378","276072","283000","290623","296449","297832","297763","299025","300960","303435","",
"Israel","ISR","Urban population","SP.URB.TOTL","1624582","1703972","1805829","1891353","1985742","2074492","2146053","2259135","2325145","2404654","2503959","2602174","2686849","2812295","2911784","2993516","3075582","3159569","3241222","3339820","3435249","3518466","3599159","3678408","3731413","3802419","3866349","3934022","4004463","4077721","4210729","4477014","4639645","4769938","4900510","5038520","5176476","5311285","5438029","5582264","5735757","5876682","6000381","6113918","6227239","6342289","6459778","6579915","6702316","6869011","7000294","7135683","7273626","7415615","",
"Italy","ITA","Urban population","SP.URB.TOTL","29799044","30249038","30708292","31188380","31702827","32227841","32737193","33233152","33703021","34152929","34592379","35012585","35369083","35720365","36065654","36393136","36687131","36955192","37198851","37418639","37607540","37764025","37819718","37822134","37819273","37818886","37809627","37802166","37809110","37826147","37846480","37861339","37907512","37964793","38006634","38041344","38086153","38140443","38185563","38226137","38277624","38333314","38447500","38686985","39006818","39267369","39454178","39722857","40056298","40308358","40502481","40641670","40820430","41095585","",
"Jamaica","JAM","Urban population","SP.URB.TOTL","550098","569911","591475","614271","637352","659982","682313","704167","726109","748970","772346","793472","816172","839804","863290","885982","907945","928789","949556","971924","996943","1022465","1051934","1075943","1099368","1119127","1135853","1147845","1155484","1169401","1181712","1194744","1209002","1223832","1239226","1255252","1276421","1294783","1312523","1327664","1341666","1356270","1366496","1376311","1386219","1396112","1406059","1416014","1426038","1436070","1446130","1456023","1465654","1475222","",
"Jordan","JOR","Urban population","SP.URB.TOTL","429419","467227","501865","535324","572026","612075","655478","702579","751427","799178","844043","886201","925329","962924","1001700","1043465","1087939","1135197","1185359","1238174","1309232","1393540","1483861","1578601","1674980","1771374","1874564","1980987","2089189","2203223","2323325","2639430","2821625","2995121","3157021","3287412","3402045","3520425","3642617","3722565","3828390","3937878","4048738","4164146","4280086","4392487","4508629","4625263","4742437","4863313","4986318","5113170","5242045","5374598","",
"Japan","JPN","Urban population","SP.URB.TOTL","58526962","60965749","62428798","63957880","65516029","67107937","68559722","70019991","71062053","73357355","75000056","76805782","78731730","80216234","82593959","84756490","85642808","86538157","87391419","88197927","88958689","89733659","90474900","91224787","91937389","92632808","93348378","93963675","94519909","95061557","95542280","96005316","96414127","96821759","97320876","97862490","98275933","98693948","99102912","99449380","99781986","101706485","104055019","106256267","108136910","109856670","111220541","112454870","113540385","114474338","115370704","116630709","117231560","117776764","",
"Kazakhstan","KAZ","Urban population","SP.URB.TOTL","4293509","4532708","4770603","5003536","5228041","5452216","5662917","5859779","6046922","6230759","6408730","6581101","6755503","6929978","7100797","7231119","7353713","7470406","7584615","7712618","7860836","8014706","8172964","8336063","8504655","8627224","8755397","8885484","9004706","9157731","9198366","9241068","9219538","9143728","8997216","8844256","8714741","8581354","8437818","8349469","8294496","8250388","8220862","8218447","8245281","8288303","8345355","8410084","8481358","8675253","8769912","8871192","8976360","9091385","",
"Kenya","KEN","Urban population","SP.URB.TOTL","596722","632543","670816","716059","765269","817880","874399","935127","1000339","1070470","1158441","1256443","1363222","1479143","1605054","1741613","1889879","2050084","2223793","2412025","2535028","2650272","2770943","2896556","3026816","3161134","3299476","3441538","3587367","3736609","3926810","4130721","4341906","4559315","4781454","5007363","5236719","5469770","5709366","5958566","6223222","6502052","6795138","7102422","7423255","7756554","8103190","8464067","8840307","9232568","9642706","10072825","10522513","10990845","",
"Kyrgyz Republic","KGZ","Urban population","SP.URB.TOTL","742514","778534","813050","849091","886206","922554","960953","999643","1039135","1077271","1108956","1136657","1165888","1195196","1226436","1257236","1287423","1317380","1346753","1373807","1397293","1421871","1448346","1476863","1504955","1531357","1558567","1586429","1612568","1639650","1658864","1673404","1679864","1667475","1654017","1657660","1669279","1680607","1693186","1708661","1729037","1745422","1761468","1779932","1801551","1821882","1841521","1859060","1876703","1899444","1923272","1948970","1985117","2029450","",
"Cambodia","KHM","Urban population","SP.URB.TOTL","588304","604183","622489","648584","674595","700159","724556","809764","902932","1006028","1121343","1341770","1600227","1890533","2198683","338279","358161","374132","388651","406477","663094","861570","904755","960419","1021859","1083447","1143663","1204181","1266665","1333801","1408054","1489912","1578233","1671539","1767513","1864256","1961153","2058110","2144843","2209098","2271743","2332748","2391897","2449381","2505616","2560961","2615177","2668761","2723001","2781603","2845693","2916352","2993294","3075315","",
"Kiribati","KIR","Urban population","SP.URB.TOTL","5371","5731","6113","6521","6960","7434","7948","8501","9085","9779","10565","11367","12189","13039","13740","14330","14969","15653","16383","17028","17598","18188","18801","19443","20122","20844","21633","22462","23302","24110","24855","25517","26109","26662","27217","27808","28978","30508","32118","33804","35564","36631","37316","38017","38716","39400","40065","40726","41391","42075","42785","43526","44293","45091","",
"St. Kitts and Nevis","KNA","Urban population","SP.URB.TOTL","14153","14472","14731","14930","15079","15184","15242","15255","15255","15284","15323","15268","15291","15365","15448","15509","15541","15550","15543","15531","15503","15366","15234","15100","14959","14808","14642","14469","14309","14191","14132","14137","14179","14263","14363","14460","14547","14631","14716","14814","14928","15063","15219","15391","15570","15748","15924","16099","16276","16459","16651","16853","17063","17283","",
"Korea, Rep.","KOR","Urban population","SP.URB.TOTL","6930929","7351204","7811004","8289479","8779189","9286249","9815880","10537106","11362681","12225296","13123306","13896560","14639182","15391092","16159311","16946391","17823527","18743336","19679806","20636698","21623805","22617087","23619800","24621925","25577374","26473134","27480866","28537079","29585374","30626132","31656393","32459655","33169705","33872973","34575766","35280305","35810625","36259672","36633453","37006183","37428328","37857475","38240134","38599492","38912887","39157919","39436680","39670749","40007239","40248121","40484877","40837559","41074148","41305176","",
"Kosovo","","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Urban population","SP.URB.TOTL","196215","223322","256954","295850","337966","382292","430727","480968","533014","587057","642820","698707","756239","815206","875451","938521","1009181","1080078","1151668","1224629","1299916","1377228","1453016","1529514","1609970","1694154","1783617","1880275","1966183","2017214","2018043","1959418","","","","1555083","1554443","1604441","1689228","1783837","1870260","1943527","2010176","2077349","2156315","2254682","2373979","2509366","2654446","2800168","2939616","3070929","3195043","3311643","",
