"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Latin America & Caribbean (developing only)","LAC","Urban population","SP.URB.TOTL","99557472","104118767","108901228","113867642","118999325","124149815","129419930","134814511","140352757","146046217","151909524","157983665","164220514","170564281","177054144","183710780","190521001","197494967","204611572","211838114","219152707","226442376","233748569","241140430","248633456","256233262","263908105","271655206","279482911","287378497","295315261","303216978","311091056","318961396","326886386","334840135","342754397","350764297","358775824","366691347","374548368","381889495","389035948","396080009","403058535","409961843","416790182","423544876","430264304","436989354","443763620","450601208","457470489","464340051","",
"Lao PDR","LAO","Urban population","SP.URB.TOTL","168434","173957","179682","185601","191748","198138","204708","216821","229721","243531","258448","274628","292062","308905","323627","337588","350529","362580","374543","387496","402367","419439","438747","460056","483076","507669","533970","561871","591361","622451","655227","689664","725634","762804","800757","846564","909255","974494","1042208","1112134","1184183","1257756","1333299","1411847","1495561","1585826","1682522","1785222","1893245","2004810","2118452","2233680","2350496","2468852","",
"Lebanon","LBN","Urban population","SP.URB.TOTL","764260","821153","880852","942370","1004419","1065741","1125240","1182814","1240373","1300762","1366380","1437089","1512398","1589259","1661769","1725148","1776942","1818076","1852040","1884341","1919372","1959173","2002876","2047860","2089854","2125804","2153987","2176385","2198921","2215247","2246749","2297544","2365233","2441278","2513309","2572935","2614697","2643006","2670890","2711137","2782427","2891397","3031540","3186336","3332038","3451987","3537329","3594268","3639469","3697457","3784694","3826351","3868503","3911111","",
"Liberia","LBR","Urban population","SP.URB.TOTL","208737","220862","233691","247263","261687","277006","293312","310657","329116","348690","369484","391542","414962","439828","466388","494818","524777","556125","589526","625841","665546","709444","756963","804947","861942","931122","992119","1044668","1089445","1128645","1165456","1198315","1116155","1043482","988999","955932","944263","1024265","1116502","1206043","1282038","1339641","1382325","1417178","1455573","1505769","1570408","1646391","1729408","1812929","1891959","1965108","2034079","2100705","",
"Libya","LBY","Urban population","SP.URB.TOTL","390291","416915","445656","476595","509824","576240","652390","735812","826745","925049","1030997","1144372","1265039","1392222","1490337","1589705","1693168","1800527","1912893","2031653","2157672","2291480","2432293","2576845","2720746","2820935","2910439","2993526","3071949","3148657","3225657","3303510","3381511","3458900","3534614","3607906","3678711","3747921","3816089","3883824","3951810","4019785","4087747","4156703","4227944","4302132","4380519","4462342","4544181","4621099","4690052","4749048","4799867","4847729","",
"St. Lucia","LCA","Urban population","SP.URB.TOTL","19293","19724","20198","20710","21253","21822","22419","23043","23679","24304","24902","25464","25996","26518","27066","27662","28320","29030","29781","30548","31313","32065","32816","33586","34407","35299","36277","37328","38422","39510","40554","41448","41685","41881","42075","42296","42551","42831","43116","43375","43591","43586","42184","40791","39448","38184","36999","35874","34773","33661","32730","33075","33371","33646","",
"Latin America & Caribbean (all income levels)","LCN","Urban population","SP.URB.TOTL","108223362","113071580","118148672","123416171","128848788","134294654","139854297","145530708","151345403","157314217","163453525","169800601","176310945","182931361","189694987","196621602","203703668","210943085","218330076","225828664","233448994","241123312","248807941","256538754","264368647","272295764","280293300","288358231","296500206","304710498","312958696","321151470","329328103","337534079","345794019","354073377","362308985","370624185","379079007","387261902","395367034","402935719","410303039","417561135","424748637","431855055","438875926","445816018","452719137","459624271","466579440","473581473","480613187","487641702","",
"Least developed countries: UN classification","LDC","Urban population","SP.URB.TOTL","23162391","24313168","25566096","26911294","28359261","29907908","31563819","33396889","35347183","37410221","39527506","41804307","44217246","46723102","49350194","50186953","53121415","56270520","59631314","63065952","66876781","70546503","73710095","77103471","80768021","84688050","88780277","93055120","97560267","102268380","107299740","112449541","117720542","123135581","128410135","133719933","139083347","144583084","150150524","155876366","161843075","168367121","175327595","182644471","190232309","198104440","206214919","214589551","223389686","232524147","242032019","251936339","262210534","272846667","",
"Low income","LIC","Urban population","SP.URB.TOTL","25716411","26940423","28248384","29648697","31143845","32751623","34481279","36395823","38559196","40933578","43390121","45719234","48178460","50728112","53420293","54284110","57134848","60184555","63422113","66726672","70332126","73857817","76879105","80073352","83431739","87019073","90746745","94617803","98683932","102915378","107423931","112006207","116634176","121369426","126174888","131010027","135894618","140913389","145983170","151174380","156570582","162421710","168627843","175070646","181726366","188622639","195711484","203020338","210721123","218733533","227109174","235867876","244997012","254468159","",
"Liechtenstein","LIE","Urban population","SP.URB.TOTL","3373","3432","3477","3525","3576","3631","3690","3753","3815","3874","3924","3990","4066","4139","4214","4294","4382","4474","4567","4653","4727","4769","4784","4792","4797","4803","4811","4820","4832","4847","4866","4897","4939","4984","5032","5080","5097","5079","5060","5037","5007","5009","5041","5070","5096","5120","5144","5165","5186","5205","5224","5244","5266","5291","",
"Sri Lanka","LKA","Urban population","SP.URB.TOTL","1626012","1687075","1749516","1790051","1882621","1967767","2058105","2149139","2247541","2343195","2441982","2526579","2561268","2588091","2607118","2629426","2652868","2676725","2704330","2737813","2769339","2772826","2836181","2875579","2908243","2950889","3002041","3045705","3085754","3125749","3159005","3203547","3230955","3269627","3312698","3355885","3390693","3431366","3468841","3516785","3522982","3464475","3484870","3528982","3574874","3610960","3647915","3678559","3708809","3749098","3783836","3820905","3719414","3748389","",
"Lower middle income","LMC","Urban population","SP.URB.TOTL","180410246","186571344","193249841","200156075","207376602","214851777","222546894","230505551","238742459","247269817","256001864","265275762","275684239","286492217","297700061","309333026","321385383","333764496","346570033","359702317","373282343","387536439","401653030","416286540","431516746","447250197","463529620","480242785","497352540","514652346","533236119","549879952","566657242","583572325","600295187","617105164","634231375","651772500","669666402","687823798","706309962","724733357","744402821","764538966","785171948","806328890","827988971","850145773","872818959","895990526","919738343","943995924","968640358","993983335","",
"Low & middle income","LMY","Urban population","SP.URB.TOTL","478368299","495288103","515193270","537784985","561178254","579996706","600183065","621000248","642678100","665313834","688645457","712962497","738390188","765239520","793591871","820415718","849099328","878266706","911402210","948561118","987050277","1027042999","1067593313","1107823749","1149138481","1191883750","1236146260","1281714790","1328294673","1375219838","1423638153","1471268462","1518784653","1566740876","1615029511","1663836286","1713541078","1764344270","1815940052","1868095487","1921072970","1976519661","2034939935","2094320418","2154747328","2216208279","2277970233","2339984154","2403268040","2467833094","2533612337","2600583437","2668268597","2736786396","",
"Lesotho","LSO","Urban population","SP.URB.TOTL","29902","34304","39368","45178","51825","59411","67240","72095","77308","82887","88855","95228","101872","108760","116233","124355","132086","136260","140636","145133","149698","154314","158977","163613","168146","172502","177992","188419","199266","210764","223128","236485","250814","265924","281522","297361","312623","325185","337690","350225","362855","375554","388354","401340","414698","428481","442802","455561","468871","482723","497268","512514","528478","544983","",
"Lithuania","LTU","Urban population","SP.URB.TOTL","1096416","1141928","1186429","1230140","1275080","1320810","1367610","1415159","1462669","1507983","1555873","1612378","1670055","1726365","1782668","1838525","1894509","1950350","2005471","2050971","2087446","2126573","2168688","2213306","2258826","2305300","2354675","2406331","2459117","2492104","2499110","2501142","2496245","2482228","2462904","2441841","2421184","2401277","2381814","2362861","2344199","2322637","2300933","2279211","2250685","2213967","2181225","2157761","2137953","2114156","2067653","2018905","1989976","1967417","",
"Luxembourg","LUX","Urban population","SP.URB.TOTL","218385","221560","225946","229959","234207","238541","241914","244349","246598","249419","252255","256528","261780","266787","272384","277458","280890","283399","285895","288518","291473","293802","294251","294534","295042","295818","297355","299492","301882","305040","309096","313973","319732","325361","332341","338722","343082","347217","352047","359223","367434","374603","380583","387241","394773","402818","411237","419557","429035","438935","448892","460842","473853","486535","",
"Latvia","LVA","Urban population","SP.URB.TOTL","1121298","1155193","1188070","1221599","1255757","1287767","1315521","1343866","1375002","1404638","1432319","1459887","1488241","1517255","1547223","1575779","1601843","1627400","1652200","1671120","1685226","1699098","1714098","1731364","1749443","1768075","1788258","1810950","1833841","1845533","1844232","1834229","1800024","1763518","1736816","1708476","1686883","1668936","1649682","1630787","1611520","1588107","1567452","1551233","1536660","1522383","1507751","1494021","1476965","1451281","1419877","1392775","1374142","1358552","",
"Macao SAR, China","MAC","Urban population","SP.URB.TOTL","163379","166953","172980","180727","189583","199000","208990","219404","229339","237649","243547","246793","247663","246708","244883","242978","241083","239266","238322","239208","242589","248865","258022","269185","281527","294377","307637","321287","334780","347463","358882","368764","377191","384529","391356","398100","405150","412031","418810","425448","431907","438080","444150","450711","458542","468149","479808","493206","507528","521617","534626","546278","556783","566375","",
"St. Martin (French part)","MAF","Urban population","SP.URB.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Urban population","SP.URB.TOTL","3619288","3787082","3956781","4129485","4307012","4490079","4679955","4875964","5076973","5281205","5487493","5695334","5926320","6164096","6411102","6669844","6941351","7225069","7522208","7833478","8159046","8499213","8854021","9220183","9595205","9975660","10360935","10750583","11144259","11540758","11940467","12342151","12744942","13148114","13552810","13870562","14169310","14465520","14756996","15040314","15312544","15573333","15825248","16070737","16314414","16606953","16911832","17220489","17540736","17882375","18252579","18655699","19088935","19540825","",
"Monaco","MCO","Urban population","SP.URB.TOTL","22454","22812","23042","23169","23237","23283","23304","23297","23296","23348","23484","23722","24052","24440","24835","25201","25521","25809","26086","26391","26746","27165","27629","28098","28514","28836","29048","29169","29238","29313","29438","29626","29864","30138","30423","30700","30971","31242","31517","31795","32081","32366","32653","32968","33346","33808","34369","35013","35686","36314","36845","37261","37579","37831","",
"Moldova","MDA","Urban population","SP.URB.TOTL","595907","630827","666719","703542","740741","778740","817282","856287","895696","936294","976471","1015304","1055515","1096359","1137210","1177939","1217773","1257217","1296267","1334679","1371946","1410553","1451104","1492715","1535048","1577083","1618883","1660332","1700996","1724769","1728324","1729553","1727467","1722121","1713536","1701350","1694500","1684626","1680330","1674046","1667042","1659723","1652297","1644074","1636443","1628907","1620837","1613544","1606941","1602240","1598860","1596974","1596693","1597244","",
"Madagascar","MDG","Urban population","SP.URB.TOTL","542675","573083","605334","639572","675836","714172","754375","793889","835806","880126","927258","982009","1040355","1102255","1168001","1237424","1306830","1380148","1457146","1537218","1620205","1705786","1794439","1887075","1985029","2089346","2200886","2319637","2446081","2579629","2720879","2869743","3026853","3192702","3329832","3470214","3617540","3771599","3932135","4098524","4270150","4447139","4629688","4817640","5011223","5270194","5539588","5819636","6111545","6414743","6730484","7059094","7400688","7755936","",
"Maldives","MDV","Urban population","SP.URB.TOTL","9940","10255","10589","10932","11278","11616","11821","12024","12490","12997","13576","15110","16850","18787","20909","23201","25656","28288","30536","32345","34335","36524","38910","41483","44222","46786","48576","50402","52244","54075","55778","57213","58590","59919","61225","62804","65191","67622","70091","72572","75567","80178","84942","89879","95035","100432","106092","111900","117857","123967","130225","136633","143171","149795","",
"Middle East & North Africa (all income levels)","MEA","Urban population","SP.URB.TOTL","37278062","39123926","41077375","43118637","45281231","47565254","49875133","52223735","54639606","57156533","59784990","62466127","65248377","68190229","71217237","74366508","77672932","81067316","84614488","88371452","92360752","96568195","100980063","105566753","110242689","115046204","119944926","124697096","129277206","133677985","139393566","143977289","146472954","150813145","155077437","160769413","164906202","169158593","173541990","178052551","182731867","187551541","192498336","197581121","202896365","208469252","214298938","220281541","226385746","232570645","238670707","244658917","250635348","256603353","",
"Mexico","MEX","Urban population","SP.URB.TOTL","19629725","20604670","21618345","22671735","23766886","24905071","26086971","27311430","28583564","29906907","31274129","32680602","34137507","35637164","37170616","38727555","40308021","41907541","43514136","45108940","46671485","48090417","49479269","50857969","52252406","53684018","55157543","56669453","58226508","59835010","61475335","63119150","64813294","66538845","68271320","69987677","71608369","73166465","74689624","76165635","77616437","79052311","80432287","81779178","83126697","84497242","85900447","87330543","88786367","90259067","91745094","93242608","94752881","96264588","",
"Marshall Islands","MHL","Urban population","SP.URB.TOTL","5218","5563","5963","6408","6884","7373","7872","8385","9147","9980","10911","11956","13110","14348","14990","15510","15974","16401","16823","17287","17828","18763","19872","21075","22370","23746","25212","26751","28299","29647","30771","31703","32458","33066","33581","34044","34466","34836","35157","35431","35656","35837","35984","36114","36244","36389","36561","36761","36978","37195","37404","37596","37782","37980","",
"Middle income","MIC","Urban population","SP.URB.TOTL","452651888","468347680","486944886","508136288","530034409","547245083","565701786","584604425","604118904","624380256","645255336","667243263","690211728","714511408","740171578","766131608","791964480","818082151","847980097","881834446","916718151","953185182","990714208","1027750397","1065706742","1104864677","1145399515","1187096987","1229610741","1272304460","1316214222","1359262255","1402150477","1445371450","1488854623","1532826259","1577646460","1623430881","1669956882","1716921107","1764502388","1814097951","1866312092","1919249772","1973020962","2027585640","2082258749","2136963816","2192546917","2249099561","2306503163","2364715561","2423271585","2482318237","",
"Macedonia, FYR","MKD","Urban population","SP.URB.TOTL","500481","525198","551619","579085","607630","637096","667708","699367","731738","764191","796345","824361","841506","858470","876461","896287","918445","942479","967379","991483","1013626","1032342","1046541","1059365","1072306","1086343","1102243","1119449","1136445","1150939","1161391","1167483","1171214","1173368","1177255","1172084","1172878","1178521","1187034","1195404","1201480","1204758","1205873","1205258","1203694","1202340","1201193","1200021","1199006","1198305","1198095","1198418","1199314","1200680","",
"Mali","MLI","Urban population","SP.URB.TOTL","564249","585299","607036","629584","653103","677595","703201","729879","757989","787675","819145","852642","888210","925670","964904","1005688","1047884","1092695","1140572","1191173","1244943","1302388","1363487","1427175","1491782","1556055","1619283","1680331","1734059","1792160","1857379","1931069","2012939","2101742","2195905","2293865","2395455","2501253","2617288","2758327","2909489","3071125","3243686","3427293","3622329","3828367","4046723","4277338","4519969","4772872","5034387","5303773","5581824","5870172","",
"Malta","MLT","Urban population","SP.URB.TOTL","294316","292949","291536","290127","288759","286362","282936","279467","276131","272927","271474","271546","271346","271149","270993","273015","274435","275536","278444","281309","284300","286427","292666","296847","296939","302228","307591","310133","313103","316579","320102","323732","327341","330870","334219","336894","339820","343311","346533","349334","352257","364105","367875","371319","374812","378170","380483","382695","386024","389733","392394","394759","398444","402706","",
"Myanmar","MMR","Urban population","SP.URB.TOTL","4130980","4297005","4469136","4648891","4838111","5037998","5249630","5472647","5706600","5949949","6202008","6462272","6731794","6982007","7154026","7329853","7509987","7692715","7879281","8069802","8264633","8462927","8665059","8867291","9072874","9280386","9488464","9697880","9910395","10127192","10349622","10577517","10810446","11051063","11303794","11570447","11853474","12152357","12459673","12766909","13066805","13356918","13639965","13921760","14211929","14517369","14839951","15180069","15537967","15916219","16309003","16718216","17142762","17579204","",
"Middle East & North Africa (developing only)","MNA","Urban population","SP.URB.TOTL","33559948","35189366","36885953","38656394","40510662","42480523","44479673","46461157","48536982","50674105","52867867","55079504","57368907","59737114","62172505","64721612","67381422","70082388","72889954","75842227","78980574","82303059","85787305","89416426","93145206","96974137","100906037","104767536","108476936","112047825","116929756","120603823","124194441","127771383","131353528","134875848","138462694","142159597","145946895","149735084","153528819","157301758","161072366","164840242","168696928","172683506","176801124","180962200","185202497","189530269","193927301","198356901","202910065","207568449","",
"Montenegro","MNE","Urban population","SP.URB.TOTL","90013","94647","99386","104244","109245","114398","119726","125224","130903","136733","142738","148893","155220","161717","168440","175398","182627","190096","197746","205471","213180","220771","228277","235809","243559","251626","260130","268991","278008","286836","295236","302934","309659","315949","322022","328018","333967","339810","345677","351646","357819","364218","370873","377688","381218","383040","384794","386496","388134","389719","391244","392706","394119","395467","",
"Mongolia","MNG","Urban population","SP.URB.TOTL","340916","370103","401798","427958","446835","466252","486157","506591","527709","550745","576134","602811","630728","659680","689478","719938","751018","782715","815218","847642","880005","913126","946958","981981","1018842","1057803","1099381","1143046","1186962","1222049","1245691","1263936","1277508","1287684","1296498","1305415","1314901","1324682","1334905","1345474","1369748","1408780","1448934","1490488","1533770","1578912","1626176","1675480","1726639","1779166","1832916","1887680","1942773","1997742","",
"Northern Mariana Islands","MNP","Urban population","SP.URB.TOTL","5158","5453","5720","5973","6243","6556","6920","7330","7956","8602","9250","9917","10609","11287","11835","12270","12560","12750","13028","13655","14795","16470","18707","21333","24100","26816","29417","31944","34426","36927","39457","41906","44319","46714","49112","51511","54015","56509","58779","60569","61670","61972","61643","60756","59438","57805","55847","53615","51384","49495","48191","47595","47633","48100","",
"Mozambique","MOZ","Urban population","SP.URB.TOTL","364699","386045","409456","434301","460883","489026","519083","551079","585180","621279","659751","711490","777177","848924","928056","1015615","1112632","1219095","1335330","1460588","1594368","1747751","1913844","2088424","2266847","2444478","2616713","2783927","2957063","3153772","3391990","3541048","3728249","3943575","4169963","4394133","4611900","4826589","4986949","5147211","5317839","5499895","5691061","5889897","6094449","6302903","6515484","6732125","6953496","7182347","7419067","7664224","7918151","8181291","",
"Mauritania","MRT","Urban population","SP.URB.TOTL","59052","65678","73027","81173","90189","100141","111129","123252","136604","151240","167331","184967","204281","225326","248300","273295","300482","328355","356766","387246","419910","454815","492120","531820","573937","618379","665267","714651","762466","798569","836485","876344","918192","962079","1008146","1056404","1106928","1159754","1215043","1272929","1333574","1396902","1462656","1530581","1600279","1671463","1744026","1817934","1892967","1969003","2045891","2123461","2201762","2280870","",
"Mauritius","MUS","Urban population","SP.URB.TOTL","218753","228986","238840","252004","265267","278602","292049","305610","319317","333151","347184","361389","375755","379491","383371","387512","391829","396239","400672","405010","409111","412548","415294","417345","423999","430022","436913","443601","450361","457162","464802","468530","473391","477687","483053","485844","489444","494198","498006","502932","506439","509469","511308","514070","515925","517454","518767","519324","520048","520047","519786","519205","518584","518249","",
"Malawi","MWI","Urban population","SP.URB.TOTL","154753","161935","169540","177610","186107","195042","204422","219269","235968","254205","274186","296070","320060","346211","374689","405520","439124","475787","506252","535140","564433","593196","621885","653193","691027","738293","797455","867246","946358","1023723","1092087","1147796","1192408","1230764","1271564","1321534","1383795","1456804","1539114","1599265","1654071","1708373","1763493","1820512","1880839","1945691","2015293","2089291","2166822","2248229","2333128","2421113","2512906","2608848","",
"Malaysia","MYS","Urban population","SP.URB.TOTL","2170656","2296244","2429844","2570005","2714905","2862609","3012693","3165435","3321630","3482479","3649374","3832210","4022946","4220490","4424821","4635632","4853261","5078175","5312429","5558155","5816257","6070072","6337222","6619368","6918263","7234729","7570861","7925811","8296884","8678586","9068034","9462751","9950937","10463222","10992765","11541546","12111513","12699064","13300365","13907517","14515479","15054555","15589673","16124166","16663342","17210198","17766316","18329927","18900050","19474070","20050960","20630246","21206549","21777781","",
"North America","NAC","Urban population","SP.URB.TOTL","138875014","142050755","145157046","148185763","151199564","154056841","156823451","159477276","162004081","164487979","167109832","169390180","171294713","173056174","174788945","176672151","178421118","180286290","182225810","184260327","186213643","188459765","190705873","192871036","194961800","197103758","199348843","201589652","203876759","206354670","209308349","213153311","217185917","221111307","224874124","228578860","232336398","236246742","240079390","243908744","247586112","250661270","253517677","256270268","259206860","262153682","265189628","268300745","271461156","274499656","277437008","280116637","282894289","285649233","",
"Namibia","NAM","Urban population","SP.URB.TOTL","107910","113172","118611","124350","130398","136749","143411","150400","157794","165705","173964","181444","189436","197728","206049","214195","222116","229931","237721","245640","253859","262284","270646","279749","290388","303048","318059","335206","353821","372824","391456","409335","428919","449489","470765","493171","516981","541859","567075","591521","614424","635353","661241","687668","714504","742540","772107","803109","835810","870282","906799","945526","986587","1029098","",
"New Caledonia","NCL","Urban population","SP.URB.TOTL","29514","32055","34380","36592","38793","41074","43529","46232","49246","52379","55331","59102","62918","66637","70150","73369","76101","77890","79316","80661","82119","83249","84095","85106","88386","90016","90837","92695","94686","97579","100022","102694","105608","108780","112227","115974","118594","122189","125034","128430","131733","135113","138566","142098","145716","149929","154135","158302","160954","163615","168183","172469","176753","181032","",
"Niger","NER","Urban population","SP.URB.TOTL","193321","202192","211548","226965","243526","261219","280138","304052","329920","357850","388047","420634","455838","493789","534777","579010","626863","678384","718556","750804","784298","819185","855531","893536","933228","974669","1018017","1063493","1110290","1149678","1191620","1236547","1284287","1335094","1388930","1445923","1506162","1569734","1636572","1706315","1778811","1854200","1933901","2018363","2108406","2204331","2306809","2416095","2532707","2657510","2790783","2933426","3085866","3248857","",
"Nigeria","NGA","Urban population","SP.URB.TOTL","6967110","7213716","7471950","7742426","8023531","8314986","8618351","8933828","9263186","9607492","9969016","10428427","10912251","11425299","11977376","12573276","13219521","13913914","14649009","15411024","16191472","17168652","18180224","19232305","20339132","21508168","22747221","24056271","25433860","26874906","28379229","29598242","30858682","32162596","33514119","34918216","36379142","37894758","39469617","41107131","42810252","44944721","47177332","49515433","51968033","54541791","57244274","60080406","63056794","66173669","69440943","72839265","76370270","80026257","",
"Nicaragua","NIC","Urban population","SP.URB.TOTL","702394","732671","763676","796974","838039","881016","926093","973270","1022681","1074393","1128568","1182152","1225118","1269673","1315863","1363685","1413124","1464064","1516263","1569396","1623220","1677686","1732875","1788194","1843051","1897070","1949756","2001398","2053388","2107689","2165594","2227768","2293483","2361189","2428720","2494394","2557878","2619383","2678792","2736287","2792091","2845934","2898054","2949029","2999899","3051268","3103959","3157951","3213803","3272204","3333506","3398057","3465678","3535555","",
"Netherlands","NLD","Urban population","SP.URB.TOTL","6863492","6985555","7107497","7225888","7345397","7469419","7590341","7699768","7803319","7917513","8039946","8169109","8294650","8406296","8515370","8634800","8746238","8841770","8939836","9045559","9161288","9275502","9376386","9470198","9565992","9668672","9780476","9900806","10022989","10141210","10269295","10447740","10662777","10871452","11069798","11255548","11436659","11622597","11819675","12021931","12229998","12488742","12775902","13035570","13271929","13485107","13671225","13848922","14044865","14256137","14465528","14662695","14840708","15001299","",
"High income: nonOECD","NOC","Urban population","SP.URB.TOTL","78474932","80793078","83201672","85654994","88143689","90672867","92780444","94959744","97148793","99341281","101587641","103860591","106167147","108557901","110977501","113452771","116034475","118663714","121377418","124109705","126592891","129235239","131835741","134352875","137040492","139710673","142388216","145084824","147647434","149775394","151230214","152246286","151250447","152115088","152861622","155064276","155908493","156460692","157129620","157558599","157941763","158583401","159307508","159967634","160884567","162045244","163431668","165182767","167177384","169056765","171155341","173104190","174829168","176441812","",
"Norway","NOR","Urban population","SP.URB.TOTL","1787755","1840926","1915999","1991003","2066761","2143353","2220995","2299864","2379197","2457954","2534594","2584983","2624297","2662165","2698139","2732467","2764638","2795553","2825403","2854061","2882201","2902056","2918125","2933210","2946922","2961159","2977158","2996568","3018161","3036098","3051994","3079741","3114713","3150384","3185372","3215508","3243897","3273428","3295901","3350272","3416773","3455773","3494337","3525438","3548398","3582588","3630155","3684159","3744286","3805760","3867496","3932009","3998046","4064251","",
"Nepal","NPL","Urban population","SP.URB.TOTL","332164","346749","356930","367517","378657","390290","402550","415346","428781","442729","457292","472842","506316","542098","580548","621670","665847","713102","763622","817905","876182","938434","996568","1058237","1123555","1192394","1264914","1341559","1423000","1510009","1603566","1704675","1826027","1956128","2095230","2242971","2400173","2566288","2741105","2923854","3113867","3303910","3437791","3571898","3706137","3840093","3973277","4105812","4239280","4375403","4516037","4661662","4812961","4969351","",
"New Zealand","NZL","Urban population","SP.URB.TOTL","1802521","1851675","1914441","1967968","2024808","2073571","2125227","2175248","2206092","2237511","2279646","2324938","2375942","2432441","2493343","2552005","2582586","2593760","2597744","2590668","2597030","2609635","2636985","2674359","2698921","2716946","2719750","2751315","2766856","2788022","2821739","2968493","3003146","3041157","3085471","3134622","3187912","3232444","3263694","3283344","3305162","3328072","3391762","3463392","3516313","3557304","3602020","3640735","3676804","3717975","3763515","3796534","3821246","3854858","",
"High income: OECD","OEC","Urban population","SP.URB.TOTL","457732455","467974224","477439609","487081453","496742294","506218301","515320891","524236642","532455015","541738790","550219101","558564184","566763255","574241885","582511289","590297873","596457123","602730984","609123960","615499426","621803454","628357602","634315253","639886291","645111572","650371644","656106920","661601506","668157052","674455679","681393207","689119690","696838596","704210702","711205210","718076127","724645072","731159511","737425769","743896576","750376183","758395826","767036921","775468108","783763400","791886128","799809937","807730356","815912210","823358455","830339268","837683469","842971439","849311461","",
"OECD members","OED","Urban population","SP.URB.TOTL","491627732","503280352","514192870","525329150","536541181","547621834","558441586","569164688","579260023","590497929","601002292","611388755","621684442","631326254","641819991","651880641","660282395","668790683","677431709","686052219","694572470","703649957","712322918","720641056","728663464","736780361","745269260","753493414","762834558","771913276","781664994","791989073","802231058","812155852","821718479","831155040","840206815","849152951","857826273","866660920","875486147","885914448","896964690","907775472","918457200","928994814","939372466","949770497","960457761","970438813","979982344","989918928","997807004","1006763159","",
"Oman","OMN","Urban population","SP.URB.TOTL","90485","98715","107702","117478","128110","139614","152117","165729","180602","196856","214730","234331","255879","279775","306662","337055","371335","409576","451962","498465","549044","603799","662785","725138","789692","855281","920790","985975","1052249","1121867","1196514","1277979","1365041","1452077","1512076","1544180","1559081","1559881","1554728","1555119","1569175","1602000","1651182","1708437","1769818","1826163","1864238","1889452","1921282","1987404","2106588","2289482","2525401","2786048","",
"Other small states","OSS","Urban population","SP.URB.TOTL","950257","999396","1051507","1110399","1175541","1247232","1323474","1399301","1480417","1566398","1657366","1754190","1852393","1944017","2039381","2140921","2247973","2355317","2466667","2583539","2710610","2845156","2987157","3139181","3311728","3500152","3710710","3938035","4179056","4427123","4678832","4919963","5125777","5323590","5522715","5718536","5918703","6119586","6321286","6526783","6733777","6944216","7155487","7369704","7583694","7798356","8016290","8235789","8462371","8694333","8935331","9192690","9452268","9718710","",
"Pakistan","PAK","Urban population","SP.URB.TOTL","10066293","10502033","10889617","11296135","11722047","12166160","12630447","13114881","13620018","14145750","14692709","15261234","15853810","16506258","17206747","17952775","18748353","19593060","20490118","21440921","22448393","23479648","24498309","25562459","26669076","27813259","28995785","30214304","31458708","32712341","33967147","35212285","36450631","37700292","38988274","40332894","41746461","43216117","44714266","46214400","47687504","49117819","50521618","51921864","53359667","54863472","56445753","58099478","59815615","61575729","63369183","65193882","67056046","68959186","",
"Panama","PAN","Urban population","SP.URB.TOTL","468626","489889","512527","536131","560698","586161","612530","639835","668089","697336","726835","752270","778407","805145","832372","859982","887996","916349","945111","974240","1003927","1035056","1066658","1098716","1131304","1164387","1198058","1232295","1267163","1302633","1340447","1390357","1441450","1493782","1547599","1602950","1659951","1718427","1778397","1839649","1900032","1947569","1995717","2044397","2093555","2143053","2192874","2243024","2293416","2344081","2395013","2446331","2498023","2550120","",
"Peru","PER","Urban population","SP.URB.TOTL","4649043","4843210","5102240","5373388","5655812","5948245","6250830","6563952","6888487","7224826","7574462","7937379","8308951","8635703","8972967","9320123","9677768","10044910","10420451","10802659","11189733","11580507","11943318","12308874","12679255","13055330","13437409","13824430","14215317","14607884","15001150","15393858","15786100","16177757","16580445","16985145","17391709","17798620","18203355","18601875","18990978","19369970","19740038","20101680","20455326","20801887","21141025","21473785","21807576","22149788","22507506","22883127","23275331","23678998","",
"Philippines","PHL","Urban population","SP.URB.TOTL","7959546","8299752","8653130","9017191","9390060","9769788","10155685","10548711","10951213","11365835","11808151","12342703","12899434","13477185","14076539","14684963","15251242","15834650","16437280","17061331","17765406","18790411","19864442","20987267","22161555","23384719","24660363","25987997","27363254","28777116","30100867","30805121","31503807","32200921","32902565","33612998","34332389","35058573","35790543","36526652","37237944","37812342","38383365","38942325","39480909","39995260","40479554","40938744","41383723","41830365","42288228","42790206","43334301","43916004","",
"Palau","PLW","Urban population","SP.URB.TOTL","5477","5655","5827","5989","6143","6283","6410","6522","6627","6736","6856","6994","7146","7296","7421","7508","7545","7543","7532","7551","7628","7852","8160","8515","8880","9230","9534","9758","9979","10221","10501","10824","11179","11557","11943","12325","12591","12819","13023","13190","13415","13898","14336","14732","15106","15468","15814","16143","16459","16764","17063","17357","17649","17943","",
