"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"East Asia & Pacific (all income levels)","EAS","Rural population","SP.RUR.TOTL","800722889","796089393","800981042","814958042","828318760","847672580","869658502","890337372","911415463","934291491","957546593","981415901","1003679674","1023933216","1042233834","1060439636","1075876570","1090119214","1101118552","1108880050","1115581732","1122000219","1129693453","1138520006","1145989001","1153599634","1161847392","1170596867","1179061117","1186506972","1192733085","1197079393","1199587384","1200924512","1201615401","1201508749","1200707327","1199343592","1196921285","1193208234","1188051165","1178497414","1166177830","1153019793","1139145701","1124828136","1110735713","1096395441","1081678940","1066658023","1051328477","1035948420","1020884048","1006256943","",
"Europe & Central Asia (developing only)","ECA","Rural population","SP.RUR.TOTL","99922952","100640120","101302640","101916029","102462675","102865769","103215508","103583498","103859868","104073970","104210164","104500259","104921576","105234900","105534417","105882925","106247433","106558628","106792814","107045758","107403735","107423142","107205558","106950831","106655480","106379904","106268388","106214785","106106505","106174895","106225050","106419006","106770765","107160669","107321453","107390998","107531176","107684370","107825083","107959528","108120264","107977425","107666935","107457405","107304685","107184498","107098170","106921693","106867261","107067221","107380476","107684843","107810081","107941883","",
"Europe & Central Asia (all income levels)","ECS","Rural population","SP.RUR.TOTL","297269639","297117949","296989601","296614372","296107730","295335311","294080821","292780892","291441661","290211133","288729391","287419417","286417870","285329483","284183466","283164476","282239681","281155362","280009292","279090598","278558630","277694481","276796322","275932661","275192145","274544017","273959837","273677816","272401159","272367030","272517824","272562443","272885272","273254136","273257268","273155070","273084091","273058917","272952383","272832457","272462714","271954929","271104082","270326778","269593720","268901185","268165219","267450347","266920661","266530564","266303880","266153638","265255456","264763885","",
"Ecuador","ECU","Rural population","SP.RUR.TOTL","2985139","3043846","3103846","3167685","3234555","3302805","3372235","3442805","3514105","3586133","3658357","3730864","3803355","3875863","3946628","3993491","4038231","4081063","4121560","4159643","4195084","4227951","4258010","4293564","4333087","4372136","4410401","4447758","4483232","4516518","4546506","4588827","4639242","4687795","4734314","4779115","4821990","4863077","4902363","4939863","4975761","5010228","5066341","5137160","5206806","5275126","5341973","5407152","5471176","5534397","5596900","5658731","5718504","5776116","",
"Egypt, Arab Rep.","EGY","Rural population","SP.RUR.TOTL","17396679","17768947","18161551","18557071","18954109","19351117","19748406","20144435","20533514","20909687","21268586","21608468","21932458","22247524","22563632","22887207","23220778","23652432","24158063","24682200","25225707","25787458","26366866","26965424","27585003","28225283","28888917","29619952","30384549","31130818","31842581","32512939","33147560","33758580","34364688","34979760","35608622","36179401","36717822","37268477","37832114","38411898","39008477","39621643","40250447","40893896","41551447","42252960","42986610","43731821","44488317","45253706","46009854","46751621","",
"Euro area","EMU","Rural population","SP.RUR.TOTL","98849437","98496869","98112272","97540777","96925949","96274829","95542939","94718526","93969135","93433148","92800593","92216861","91890140","91589537","91261246","91026027","90821065","90510274","90220495","89892279","89563916","89217524","88986126","88834908","88776694","88783815","88728809","88939781","88248246","88281341","88197695","88018476","87936410","87848614","87709478","87569193","87432284","87286024","87126090","86983675","86854792","86689178","86446765","86207807","85988857","85739323","85396604","85066442","84709428","84207805","83636144","83058707","82115085","81578626","",
"Eritrea","ERI","Rural population","SP.RUR.TOTL","1267827","1293547","1320116","1347491","1375537","1404230","1433617","1463800","1498327","1533920","1570627","1608341","1647325","1688322","1732318","1779986","1831549","1886716","1944970","2005542","2067807","2130855","2194482","2259514","2327523","2400653","2478843","2560630","2639397","2706211","2755498","2784295","2796745","2802462","2815031","2844296","2892751","2958369","3040622","3137720","3247795","3371687","3508794","3653389","3797968","3937181","4068510","4192988","4313588","4434862","4560088","4689682","4821848","4954728","",
"Spain","ESP","Rural population","SP.RUR.TOTL","13227520","13124738","12934262","12735859","12549483","12373341","12186583","12022749","11865098","11668253","11484091","11335225","11199233","11063472","10932648","10812000","10698811","10589867","10498709","10356049","10187536","10084654","10049152","10007519","9959320","9907060","9848162","9784028","9717678","9648991","9576244","9529164","9528623","9526159","9519599","9509601","9499241","9492258","9493345","9510038","9557682","9641647","9722744","9796815","9862593","9925418","9988509","10067486","10120932","10102486","10041047","9968815","9865691","9735783","",
"Estonia","EST","Rural population","SP.RUR.TOTL","516250","512882","509840","506609","503189","499017","494501","490284","485901","481406","477525","475284","473219","470361","467017","463267","459138","455120","450848","447886","447435","447430","447486","447388","447111","446909","447040","447304","446860","448250","451436","452063","446743","438168","431632","426680","423107","420938","419548","420495","427924","426956","425998","425074","424271","423570","422804","422596","423176","424069","424820","425245","426191","427572","",
"Ethiopia","ETH","Rural population","SP.RUR.TOTL","20726230","21163504","21625109","22107759","22605755","23115773","23630872","24151941","24719642","25324532","25974719","26685575","27445031","28205280","28900497","29488795","29949359","30311071","30642330","31039509","31572599","32264806","33097325","34043152","35057688","36106978","37183997","38299677","39462396","40686632","41979279","43343338","44767553","46223920","47677855","49138877","50577471","51989788","53394304","54821844","56292232","57812945","59373553","60968048","62582932","64208983","65843219","67476883","68980432","70491921","72011249","73539203","75070890","76607425","",
"European Union","EUU","Rural population","SP.RUR.TOTL","158770780","158236320","157764112","157109039","156411591","155598541","154730317","153925756","153144415","152502390","151689959","150812212","150059872","149318246","148556472","147925119","147325890","146563986","145760057","144938191","144197484","143587939","143199189","142879152","142652412","142495976","142269051","142291786","141397992","141229748","140984073","140460156","140183447","140175260","140049894","139905317","139653670","139506048","139283460","139139391","138781666","138379916","137683035","137154084","136671531","136159754","135556587","134869860","134192259","133454485","132656768","131927795","130744927","129941919","",
"Fragile and conflict affected situations","FCS","Rural population","SP.RUR.TOTL","96333061","97970234","99643235","101360483","103142110","104964536","106924714","108976121","111084050","113222935","115383447","117585684","119819796","122149029","124748452","127501724","130409839","133454938","136577658","139791442","142917871","145920502","148850921","151615831","154256616","156912559","159595572","162304717","165215962","168373609","172441904","176208726","180363920","184784572","189445718","193914565","198156209","202146159","205980664","209781971","213675140","217609643","221635438","225796951","229996685","234129629","238259401","242378685","246508534","250648875","254808115","259050217","263354833","267712329","",
"Finland","FIN","Rural population","SP.RUR.TOTL","1980489","1948522","1924044","1899880","1872544","1841101","1810359","1782653","1753154","1715054","1671905","1636243","1606899","1577275","1546998","1515623","1482252","1449014","1416158","1383190","1351318","1318646","1285267","1252696","1219718","1185942","1152471","1120036","1088226","1057858","1028850","1010620","1001945","992568","982659","972370","962241","952617","942729","932575","922245","914750","909949","905083","900709","896820","893317","890197","887391","884704","881842","878935","876035","872916","",
"Fiji","FJI","Rural population","SP.RUR.TOTL","276623","283997","291634","299226","306348","312741","318283","323953","329330","334484","339604","344759","349907","355018","360015","364862","369440","374993","381029","387721","395326","404126","413828","423447","431639","437509","440616","437813","433010","428492","425270","423620","423113","423263","423313","422726","421497","422467","423342","423479","422803","421200","418795","416090","413764","412303","411844","412207","413057","413964","414548","414745","414663","414312","",
"France","FRA","Rural population","SP.RUR.TOTL","17782035","17684575","17521687","17189072","16833144","16446544","16024333","15575596","15230714","15121778","15021237","14932665","14851393","14770656","14677910","14628920","14670194","14695700","14711782","14729363","14754927","14791048","14833276","14879717","14927449","14973429","15017520","15060489","15101249","15138599","15153683","15090743","15064810","15029238","14983916","14937574","14889008","14841039","14795322","14752425","14697229","14647452","14597923","14544821","14494849","14448407","14392294","14325373","14249186","14166058","14080761","13993983","13910337","13829662","",
"Faeroe Islands","FRO","Rural population","SP.RUR.TOTL","26939","27040","27081","27087","27078","27071","27114","27302","27488","27660","27802","27905","27990","28065","28145","28238","28348","28471","28794","29188","29597","30012","30425","30846","31283","31737","32234","32754","33206","33466","33336","32861","32214","31462","30826","30461","29503","28711","28988","29368","29598","29613","29595","29606","29637","29602","29576","29563","29495","29397","29289","29175","29049","28925","",
"Micronesia, Fed. Sts.","FSM","Rural population","SP.RUR.TOTL","34601","35592","36584","37613","38726","39943","41308","42784","44215","45395","46193","46538","46518","46347","46395","46818","47662","48861","50341","51976","53671","55527","57489","59473","61419","63282","65009","66603","68141","69736","71460","73357","75363","77308","78955","80594","81827","82585","83002","83283","83441","83239","83094","82964","82777","82484","82093","81643","81183","80790","80514","80357","80320","80414","",
"Gabon","GAB","Rural population","SP.RUR.TOTL","412038","411422","409546","407849","406460","405442","404812","404409","403846","402701","400632","395964","390260","383812","376864","369647","362167","354435","346371","337975","329214","320188","317888","315526","313073","310569","307968","305255","301093","296737","292124","287269","282177","276911","271468","266251","261309","256634","252214","248034","244100","240390","236948","233821","231072","228702","226743","225170","223969","223118","222586","222416","222569","223040","",
"United Kingdom","GBR","Rural population","SP.RUR.TOTL","11295344","11418528","11588798","11749886","11901600","12053854","12196452","12339783","12477844","12608008","12737421","12839362","12790427","12723565","12639936","12547912","12454324","12359759","12271069","12192652","12118256","12062199","12085470","12117759","12164599","12220513","12277190","12331725","12387604","12448431","12514322","12569161","12568650","12564188","12560917","12559379","12556499","12554474","12556019","12563329","12572963","12562339","12439896","12323786","12220136","12131582","12048279","11970758","11893520","11813186","11736055","11658619","11570959","11478506","",
"Georgia","GEO","Rural population","SP.RUR.TOTL","2075477","2090349","2103850","2116256","2127156","2135939","2140828","2142021","2141408","2141260","2063018","2065883","2147142","2146323","2145057","2140769","2135940","2130131","2122022","2119585","2122292","2124502","2127121","2130315","2132914","2135888","2139042","2140742","2145850","2148180","2159075","2185875","2214567","2243390","2232447","2185167","2141870","2113538","2103646","2098063","2092595","2088014","2078594","2062634","2055036","2072973","2087950","2081199","2076825","2085341","2098649","2106457","2103354","2090309","",
"Ghana","GHA","Rural population","SP.RUR.TOTL","5105673","5232692","5360189","5483956","5598467","5700797","5787717","5861603","5930769","6006486","6107575","6252115","6413845","6581666","6739556","6877328","6989553","7083006","7174465","7286862","7436115","7628373","7856651","8107900","8346296","8533540","8702644","8857959","9004007","9149119","9297851","9451550","9607149","9760062","9903236","10033090","10147655","10250494","10346812","10445225","10555385","10688346","10828057","10972858","11119914","11267675","11415479","11562646","11705054","11838422","11958456","12064352","12158399","12243808","",
"Guinea","GIN","Rural population","SP.RUR.TOTL","3202134","3235497","3268376","3301515","3336012","3372281","3410951","3450773","3487970","3517702","3536697","3544530","3542973","3533726","3519025","3501304","3480757","3458934","3440334","3430659","3433782","3452535","3485879","3543572","3627952","3718133","3809904","3905494","4015810","4155515","4332916","4553450","4808181","5074488","5321302","5527166","5684944","5801976","5888425","5961291","6033341","6106215","6178065","6253592","6337998","6434624","6546099","6671588","6807172","6946416","7085083","7221845","7357672","7492374","",
"Gambia, The","GMB","Rural population","SP.RUR.TOTL","323303","330281","335450","339028","340589","342607","345187","348149","351585","355569","360081","365255","371022","377481","385832","393793","401271","408492","415809","423740","432645","442442","453009","464475","476697","490363","505579","521931","538252","553131","565562","575289","582705","588954","596324","603617","610893","618095","625346","632831","640631","648862","657476","666291","675380","684631","693994","703573","713422","723712","734490","745792","757581","769802","",
"Guinea-Bissau","GNB","Rural population","SP.RUR.TOTL","549466","553901","557592","560581","562916","564755","565829","566431","567878","571915","579620","591790","607741","625296","641408","653990","662208","666964","670036","673100","674222","678203","684279","691694","699246","706139","712167","717593","722465","726982","731184","735048","741717","750581","759283","767759","775967","783941","791687","799232","806592","813827","820894","827737","834294","840584","846479","852069","857545","863203","869137","875767","882950","890524","",
"Equatorial Guinea","GNQ","Rural population","SP.RUR.TOTL","187732","188407","190272","192290","194816","198023","202217","207082","211408","213570","212494","207857","200297","190939","181388","172936","165678","159610","155764","155354","159106","167631","180413","195654","208533","219128","226919","232464","236464","240042","243956","248281","252699","257160","261499","270249","279178","288320","297681","307272","317094","327170","337489","347942","358493","369095","379728","390404","401152","412047","423109","434345","445732","457214","",
"Greece","GRC","Rural population","SP.RUR.TOTL","3671291","3657099","3604016","3542618","3480851","3422784","3373709","3326787","3274028","3212148","3146066","3095190","3070665","3040175","3006938","2990786","2992672","2986905","2980527","2972373","2956103","2943518","2942728","2940794","2936381","2928830","2919496","2910173","2901692","2897805","2898069","2909197","2928761","2943116","2955061","2964973","2972974","2978841","2981976","2982153","2978726","2966504","2932325","2899031","2866419","2834017","2801238","2768536","2733071","2692508","2644261","2597381","2551337","2499595","",
"Grenada","GRD","Rural population","SP.RUR.TOTL","62604","63408","64043","64512","64826","65000","65025","64901","64659","64346","64012","63777","63546","63271","62882","62346","61594","60690","59875","59475","59703","60696","62337","64225","65822","66755","66865","66306","65379","64536","64100","64137","64381","64855","65322","65618","65708","65656","65503","65324","65168","65076","65284","65505","65737","65975","66222","66479","66750","67033","67327","67632","67930","68216","",
"Greenland","GRL","Rural population","SP.RUR.TOTL","13476","13545","13508","13474","13335","13308","13166","13051","12939","12805","12647","12540","12715","12782","12795","12703","12611","12367","12125","12033","11987","11987","11912","11860","11804","11725","11600","11541","11499","11414","11288","11082","10894","10762","10710","10657","10565","10513","10462","10392","10341","10228","10136","10026","9914","9760","9554","9342","9132","8963","8887","8673","8408","8115","",
"Guatemala","GTM","Rural population","SP.RUR.TOTL","2852029","2902110","2952499","3003254","3057587","3126255","3196071","3267114","3339674","3414083","3490635","3569400","3650238","3734940","3827624","3919825","4011081","4101799","4192985","4286307","4382619","4477780","4562528","4648510","4734284","4819085","4902399","4984919","5067104","5150302","5234892","5321506","5409686","5499328","5589440","5679819","5770036","5860783","5953013","6048471","6148071","6252373","6360911","6472435","6585111","6698019","6810486","6922794","7035839","7150611","7267880","7387849","7509440","7631857","",
"Guam","GUM","Rural population","SP.RUR.TOTL","33272","33199","33193","33224","33255","33262","33236","33183","33100","32994","31942","28159","24525","21139","18046","15280","12845","10739","8931","7397","6505","6931","7385","7869","8384","8931","9511","10126","10780","11475","12010","11938","11865","11785","11687","11565","11420","11253","11066","10860","10673","10585","10482","10361","10229","10089","9938","9782","9632","9505","9409","9351","9324","9320","",
"Guyana","GUY","Rural population","SP.RUR.TOTL","397760","408661","419556","430561","441840","453445","465524","477873","489786","500319","508716","514319","517769","519879","521845","524461","528095","532366","536475","539235","540057","539892","537764","534213","530065","525956","522018","518231","514877","512249","510554","509948","510415","511769","513705","515979","518563","521483","524595","527758","530852","533782","536565","539353","542286","545510","549090","552913","556841","560633","564132","567292","570128","572667","",
"High income","HIC","Rural population","SP.RUR.TOTL","321630809","321373131","320482000","319304194","317969370","316397120","314299348","311917567","309234621","307185520","304925099","303403283","302121184","300632131","299376742","298141798","297134440","296247277","295374971","294734372","294187663","293305255","292564499","291871550","291247932","290655444","289795243","289100861","287517668","287107546","286858867","286261716","285740547","285225330","284548375","283866950","283195799","282588043","281851584","281081062","280191529","278272280","275815025","273446066","271182629","269040384","267254105","265723798","264373377","262913060","261518140","260237442","258395954","257003534","",
"Hong Kong SAR, China","HKG","Rural population","SP.RUR.TOTL","455190","465932","476544","483476","485492","488523","483067","485528","485985","483915","485809","483858","475286","471072","463716","459768","448321","437973","429363","436525","431477","425350","416422","407510","396584","386299","317775","175542","95163","51517","27553","9663","1218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Honduras","HND","Rural population","SP.RUR.TOTL","1546862","1586616","1627937","1669613","1709927","1747915","1783107","1816109","1847895","1880017","1913467","1948435","1984683","2022502","2063550","2109841","2158391","2209066","2261324","2314477","2368037","2421736","2475566","2529565","2583824","2638491","2693297","2747935","2802983","2861654","2919659","2977020","3033511","3088540","3141103","3190702","3237176","3280800","3322154","3361993","3401000","3439413","3469212","3497487","3524915","3551791","3577969","3603575","3629112","3654995","3681346","3708227","3735403","3762429","",
"Heavily indebted poor countries (HIPC)","HPC","Rural population","SP.RUR.TOTL","142071908","144871689","147755618","150720721","153758886","156891615","160153801","163506084","166946657","170467937","174129080","177874248","181710796","185623744","189616364","193630543","197658865","201744697","205850245","210190089","214597577","219061470","223569695","228085933","232648758","237302579","242173309","247270513","252640018","258380875","264445023","271049784","278085331","285441056","293087569","300683152","308159148","315481758","322855424","330360830","338101789","345979010","354046712","362220544","370512076","378850226","387273289","395764314","404203594","412723475","421313384","429969441","438680058","447447333","",
"Croatia","HRV","Rural population","SP.RUR.TOTL","2891624","2876785","2857389","2835932","2812582","2787536","2760449","2732268","2702363","2670367","2637954","2605917","2575879","2544713","2511709","2477012","2441262","2397745","2365430","2328010","2291201","2263081","2260072","2255422","2249161","2242800","2236292","2228227","2219569","2207598","2196936","2059491","2034967","2105910","2103985","2106093","2020907","2049628","2011542","2028898","1965719","1965810","1959106","1951824","1943527","1936445","1926605","1915376","1904710","1891792","1875922","1806422","1789216","1770867","",
"Haiti","HTI","Rural population","SP.RUR.TOTL","3265950","3316186","3367209","3418911","3471052","3523566","3576508","3629794","3682419","3733306","3781724","3827377","3888827","3954298","4022262","4094271","4170617","4251099","4336361","4426861","4522759","4624510","4731641","4797605","4852473","4903180","4948842","4989619","5025320","5056542","5083022","5104575","5120705","5176612","5230881","5283758","5335221","5386929","5436324","5482345","5524383","5471868","5410136","5339712","5260576","5178313","5092775","5005165","4917438","4831505","4748689","4669696","4594375","4522350","",
"Hungary","HUN","Rural population","SP.RUR.TOTL","4401831","4379303","4350895","4319558","4290506","4259900","4230146","4203213","4176578","4151312","4123586","4091134","4059050","4028025","4001823","3981051","3958606","3932744","3902097","3864948","3835546","3816417","3794791","3769746","3742901","3716933","3691570","3666384","3641801","3583700","3543962","3556728","3568401","3577385","3585524","3593550","3600375","3606198","3610855","3613643","3617236","3599271","3547284","3495810","3446941","3393894","3337350","3281402","3225270","3170565","3114107","3056534","2992775","2938889","",
"Indonesia","IDN","Rural population","SP.RUR.TOTL","75755980","77393807","79081981","80822401","82623048","84488736","86416444","88399419","90431117","92498351","94594529","96711238","98644188","100517301","102386231","104250583","106102937","107941313","109758721","111558410","113334358","114907158","116333342","117684520","118935103","120074976","121091529","121987055","122763006","123434787","124000049","124318217","124443491","124453720","124333715","124084510","123708489","123219070","122620726","121937000","121180266","121285207","121354706","121391491","121390712","121361110","121296467","121196052","121040638","120823832","120521157","120164952","119758756","119305841","",
"Isle of Man","IMN","Rural population","SP.RUR.TOTL","21739","21592","21576","21685","21887","22159","22538","23153","23805","24449","25049","25649","26488","27300","28129","29006","29836","30337","30814","31184","31392","31405","31257","31060","30968","31086","31464","32057","32760","33420","33928","34243","34402","34482","34591","34804","35143","35578","36071","36560","37003","37385","37719","38024","38326","38642","38976","39319","39664","40001","40321","40624","40901","41154","",
"India","IND","Rural population","SP.RUR.TOTL","369009994","375927123","382708801","389710769","396936809","404411986","412128551","420086294","428296349","436765417","445492294","454295151","462774654","471474295","480376752","489497749","498826434","508339907","517995222","527738261","537518506","547648991","558479248","569374639","580345373","591399298","602521960","613691496","624849817","635934331","646915193","657865741","668919331","679860260","690710461","701493490","712178591","722758567","733236394","743617422","753899197","763709430","772600959","781270008","789621844","797623132","805230122","812456225","819373964","826110538","832724944","839227469","845510352","851530054","",
"Not classified","INX","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Rural population","SP.RUR.TOTL","1532479","1518397","1507190","1498411","1487997","1475796","1463957","1453460","1442498","1433391","1427701","1428135","1439133","1451878","1465401","1478867","1490313","1499473","1509580","1518390","1524395","1531958","1540933","1546244","1550204","1547026","1542385","1538296","1527501","1517247","1514312","1518095","1520695","1520483","1518661","1518600","1522516","1528639","1535385","1543367","1554566","1569888","1586580","1601606","1619883","1644123","1677513","1714488","1737543","1742990","1740155","1734101","1725315","1715556","",
"Iran, Islamic Rep.","IRN","Rural population","SP.RUR.TOTL","14550774","14785880","15022759","15262041","15503541","15747839","15995639","16217197","16420529","16621154","16817239","17009214","17200753","17398676","17608721","17837127","18080980","18381551","18733421","19125898","19564151","20044511","20555525","21086137","21622599","22152167","22676937","23265461","23825842","24286009","24613228","24790674","24691459","24466502","24235154","24044635","23908492","23858099","23836456","23791488","23700296","23561964","23387582","23186784","22973740","22758836","22542873","22358518","22192088","22029792","21872560","21722194","21575385","21437376","",
"Iraq","IRQ","Rural population","SP.RUR.TOTL","4162525","4153905","4145767","4139155","4134768","4133369","4163980","4210199","4258063","4304978","4348638","4388091","4423422","4455702","4485215","4512704","4537922","4560351","4606624","4660051","4707541","4749750","4787093","4819112","4844844","4864976","4878644","4887792","4989868","5141002","5306758","5489047","5687081","5899355","6123546","6357372","6600843","6854092","7077035","7287187","7498316","7710547","7923806","8136236","8345616","8550946","8750665","8946096","9144731","9356624","9587811","9814481","10042233","10271864","",
"Iceland","ISL","Rural population","SP.RUR.TOTL","34588","34368","34110","33824","33533","33227","32905","32553","32123","31557","30870","30360","30053","29760","29419","29059","28616","28111","27620","27190","26783","26461","26192","25921","25582","25179","24765","24446","24240","23960","23571","23377","23203","22978","22718","22387","22059","21799","21592","21450","21369","21281","21098","20877","20696","20662","20782","20943","20965","20667","20278","19989","19756","19567","",
"Israel","ISR","Rural population","SP.RUR.TOTL","489438","481028","487171","487647","489258","488508","482947","485865","477855","472346","470041","466826","461151","465705","465216","461484","457418","453431","448778","446180","442751","437534","431841","426592","427587","430581","432651","434978","437537","440279","449271","471986","483355","491062","498490","506480","515524","524715","532971","542736","553243","562318","569619","575782","581761","587811","593922","600185","606484","616589","623306","630117","636874","643785","",
"Italy","ITA","Rural population","SP.RUR.TOTL","20400656","20287312","20171158","20063620","19972523","19884509","19781807","19667348","19532729","19385021","19229471","19060905","19012262","19031041","19045214","19047865","19031129","19000219","18956292","18899110","18826343","18737650","18723830","18741940","18757445","18774185","18786528","18799765","18820178","18845634","18872760","18897182","18889575","18867028","18836766","18802959","18774128","18749929","18721181","18690180","18664484","18640786","18611507","18626218","18678509","18702115","18689801","18715453","18770433","18787007","18774936","18737779","18719287","18735508","",
"Jamaica","JAM","Rural population","SP.RUR.TOTL","1078905","1082004","1086992","1092748","1097411","1100018","1100812","1099724","1097597","1095966","1096654","1102157","1108990","1116276","1122562","1127018","1129771","1130610","1130751","1132217","1136057","1139835","1148166","1164857","1180532","1191973","1199947","1202755","1200916","1205499","1208288","1211298","1214042","1217192","1220776","1224748","1233502","1239286","1244257","1246625","1247723","1249286","1248757","1248384","1247926","1247489","1246983","1246467","1245896","1245316","1244694","1243815","1242151","1239778","",
"Jordan","JOR","Rural population","SP.RUR.TOTL","414581","424224","441225","464068","488972","515925","544812","575837","607491","637339","663957","687645","708229","727010","746010","766535","788335","811433","835748","861138","871768","873706","875894","877295","876321","872626","869436","865013","858811","852777","846675","905570","911375","910879","903979","907588","922955","938575","954383","958435","968610","979122","989262","999854","1009914","1018513","1027371","1035737","1043563","1051687","1059682","1067830","1075955","1084402","",
"Japan","JPN","Rural population","SP.RUR.TOTL","33973610","33977251","33403202","32854120","32309971","31775063","31230278","30705009","29998947","29814645","29344944","28891218","28456270","27862766","27568041","27183510","27128192","27324843","27506581","27672073","27823311","27914341","27974100","28034213","28080611","28121192","28143622","28127325","28093091","28054443","27994720","27915684","27814873","27714241","27640124","27576510","27485067","27397052","27307088","27200620","27088014","25442515","23389981","21461733","19624090","17916330","16535459","15315880","14163655","13083620","12079755","11186568","10329929","9561857","",
"Kazakhstan","KAZ","Rural population","SP.RUR.TOTL","5420751","5597153","5761459","5910016","6039288","6136654","6210022","6260725","6294490","6319362","6348515","6385819","6421081","6452233","6476252","6525670","6566392","6600275","6630496","6649799","6658088","6669083","6681029","6694432","6709396","6775782","6845531","6916269","6977804","7091769","7149634","7209432","7219557","7186691","7097983","6971370","6863153","6752349","6633482","6578957","6589130","6607947","6638086","6690571","6767704","6858726","6962729","7074108","7192642","7417448","7551669","7685408","7815065","7946123","",
"Kenya","KEN","Rural population","SP.RUR.TOTL","7508718","7728899","7958157","8192366","8434889","8686822","8948106","9219362","9501911","9797247","10094025","10401034","10719937","11050657","11392384","11744628","12106117","12477158","12857884","13249455","13732878","14250895","14788901","15344868","15915648","16498884","17092836","17696834","18309523","18930111","19519629","20106335","20695035","21279817","21853205","22410714","22949505","23473877","23992880","24520031","25061828","25624299","26205386","26802589","27411351","28029164","28654308","29288237","29932970","30592166","31266488","31955066","32655628","33362846","",
"Kyrgyz Republic","KGZ","Rural population","SP.RUR.TOTL","1429786","1477366","1520350","1564609","1609094","1650746","1694347","1736857","1779165","1817529","1850944","1885643","1922312","1958604","1997464","2035164","2071277","2106520","2140347","2178193","2220107","2263929","2310954","2361437","2411445","2458943","2507933","2558171","2605832","2667850","2732336","2790196","2835536","2849225","2861083","2902740","2959121","3015793","3075814","3131739","3169363","3199678","3229232","3263368","3303149","3340718","3376879","3409340","3441997","3483856","3524628","3565630","3622083","3690050","",
"Cambodia","KHM","Rural population","SP.RUR.TOTL","5131715","5265660","5401792","5530168","5652504","5764840","5862318","5883605","5890628","5894497","5900216","5826955","5734209","5592875","5368631","7217649","7072565","6840130","6578911","6369274","6036179","5900083","6038342","6247230","6477472","6693788","6886548","7066861","7244152","7434863","7649285","7888273","8143542","8405865","8662755","8904942","9129458","9337848","9540489","9751369","9951128","10139838","10317439","10484988","10643770","10795463","10939877","11078527","11217517","11362622","11519238","11689510","11871352","12059854","",
"Kiribati","KIR","Rural population","SP.RUR.TOTL","27599","28142","28687","29245","29829","30447","31107","31795","32467","32977","33295","33476","33542","33534","33706","34074","34497","34964","35470","36126","36912","37720","38551","39417","40333","41301","42317","43379","44427","45380","46185","46826","47325","47733","48129","48570","48533","48217","47900","47573","47224","47630","48483","49354","50220","51068","51888","52675","53441","54197","54958","55724","56493","57260","",
"St. Kitts and Nevis","KNA","Rural population","SP.RUR.TOTL","37044","36723","36235","35603","34855","34027","33113","32128","31144","30250","29559","29222","29037","28949","28879","28769","28601","28396","28161","27919","27702","27612","27527","27439","27335","27209","27055","26884","26736","26663","26701","26872","27181","27573","28000","28428","28844","29254","29675","30124","30616","31151","31715","32288","32851","33391","33899","34379","34834","35272","35701","36118","36521","36908","",
"Korea, Rep.","KOR","Rural population","SP.RUR.TOTL","18081445","18414469","18702026","18972268","19204966","19418425","19619691","19593877","19475621","19318970","19117521","18986144","18866224","18712057","18532955","18334334","18024996","17668459","17289379","16897538","16499970","16106161","15706552","15288478","14828582","14332610","13732808","13084611","12445873","11822906","11212890","10836049","10578257","10321655","10065774","9812686","9714056","9693908","9653050","9610494","9579783","9499887","9382045","9259819","9126528","8980158","8935266","8926903","8941459","8933917","8925489","8941881","8930293","8914493","",
"Kosovo","","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Rural population","SP.RUR.TOTL","65779","71348","78232","85838","93438","99955","102906","105000","106314","107012","107603","109570","111087","112197","112877","111467","102926","94635","86685","79166","71578","62333","54043","46752","40418","36287","37943","39705","41232","42008","41731","40233","","","","31040","30801","31558","32980","34568","35971","37077","38056","39004","40151","41632","43466","45554","47775","49934","51964","53776","55453","56929","",
"Latin America & Caribbean (developing only)","LAC","Rural population","SP.RUR.TOTL","106187419","107549725","108889699","110202671","111448605","112731879","113935485","115064778","116121523","117128320","118094459","118978118","119816272","120661432","121468217","122208750","122897026","123514263","124058544","124533673","124939345","125370836","125796787","126152040","126433714","126641244","126806067","126918112","126964208","126971075","126941816","126948080","126976343","127000445","126961123","126879136","126831219","126651511","126400997","126125787","125756620","125744737","125769377","125750951","125666600","125540860","125365899","125148758","124901593","124649608","124394491","124143200","123908771","123679452","",
